date,gx_vibration_g.value
11/14/2025 4:39:53.084000000 PM,-0.705078125
11/14/2025 4:39:53.131000000 PM,0.0078125
11/14/2025 4:39:53.176000000 PM,-0.2626953125
11/14/2025 4:39:53.213000000 PM,-1.12109375
11/14/2025 4:39:53.252000000 PM,-0.228515625
11/14/2025 4:39:53.291000000 PM,-0.21875
11/14/2025 4:39:53.327000000 PM,-0.345703125
11/14/2025 4:39:53.365000000 PM,0.232421875
11/14/2025 4:39:53.401000000 PM,0.4091796875
11/14/2025 4:39:53.441000000 PM,-0.2724609375
11/14/2025 4:39:53.477000000 PM,-0.89453125
11/14/2025 4:39:53.516000000 PM,0.0361328125
11/14/2025 4:39:53.555000000 PM,-0.3037109375
11/14/2025 4:39:53.591000000 PM,-0.0478515625
11/14/2025 4:39:53.629000000 PM,-0.1865234375
11/14/2025 4:39:53.670000000 PM,-0.6435546875
11/14/2025 4:39:53.715000000 PM,-0.7568359375
11/14/2025 4:39:53.760000000 PM,-0.271484375
11/14/2025 4:39:53.797000000 PM,0.0205078125
11/14/2025 4:39:53.836000000 PM,-0.2001953125
11/14/2025 4:39:53.872000000 PM,-0.318359375
11/14/2025 4:39:53.911000000 PM,-0.837890625
11/14/2025 4:39:53.950000000 PM,-0.220703125
11/14/2025 4:39:53.986000000 PM,-0.41796875
11/14/2025 4:39:54.025000000 PM,-0.2587890625
11/14/2025 4:39:54.060000000 PM,-0.171875
11/14/2025 4:39:54.099000000 PM,-0.4716796875
11/14/2025 4:39:54.138000000 PM,-0.87109375
11/14/2025 4:39:54.174000000 PM,-0.30078125
11/14/2025 4:39:54.213000000 PM,-0.095703125
11/14/2025 4:39:54.257000000 PM,-0.3818359375
11/14/2025 4:39:54.320000000 PM,-0.3095703125
11/14/2025 4:39:54.366000000 PM,-0.0654296875
11/14/2025 4:39:54.402000000 PM,-0.447265625
11/14/2025 4:39:54.441000000 PM,0.1591796875
11/14/2025 4:39:54.477000000 PM,-0.33203125
11/14/2025 4:39:54.516000000 PM,-0.4169921875
11/14/2025 4:39:54.555000000 PM,-0.0302734375
11/14/2025 4:39:54.590000000 PM,0.4541015625
11/14/2025 4:39:54.628000000 PM,-0.51171875
11/14/2025 4:39:54.664000000 PM,-1.083984375
11/14/2025 4:39:54.704000000 PM,0.509765625
11/14/2025 4:39:54.743000000 PM,0.0556640625
11/14/2025 4:39:54.782000000 PM,-0.2646484375
11/14/2025 4:39:54.821000000 PM,-0.0263671875
11/14/2025 4:39:54.856000000 PM,0.115234375
11/14/2025 4:39:54.894000000 PM,-0.0849609375
11/14/2025 4:39:54.932000000 PM,0.3984375
11/14/2025 4:39:54.967000000 PM,-0.8271484375
11/14/2025 4:39:55.005000000 PM,-0.25
11/14/2025 4:39:55.040000000 PM,0.0419921875
11/14/2025 4:39:55.078000000 PM,-0.5341796875
11/14/2025 4:39:55.117000000 PM,0.1142578125
11/14/2025 4:39:55.152000000 PM,-0.095703125
11/14/2025 4:39:55.190000000 PM,0.13671875
11/14/2025 4:39:55.225000000 PM,-0.2431640625
11/14/2025 4:39:55.268000000 PM,-0.408203125
11/14/2025 4:39:55.306000000 PM,-0.0419921875
11/14/2025 4:39:55.341000000 PM,-0.6044921875
11/14/2025 4:39:55.380000000 PM,0.3154296875
11/14/2025 4:39:55.416000000 PM,0.068359375
11/14/2025 4:39:55.455000000 PM,-0.7548828125
11/14/2025 4:39:55.493000000 PM,-0.4619140625
11/14/2025 4:39:55.529000000 PM,-0.115234375
11/14/2025 4:39:55.567000000 PM,0.0166015625
11/14/2025 4:39:55.602000000 PM,0.2177734375
11/14/2025 4:39:55.640000000 PM,-0.078125
11/14/2025 4:39:55.678000000 PM,-0.265625
11/14/2025 4:39:55.714000000 PM,-0.7158203125
11/14/2025 4:39:55.752000000 PM,-0.423828125
11/14/2025 4:39:55.787000000 PM,0.037109375
11/14/2025 4:39:55.825000000 PM,-0.728515625
11/14/2025 4:39:55.863000000 PM,0.3076171875
11/14/2025 4:39:55.899000000 PM,0.1357421875
11/14/2025 4:39:55.937000000 PM,0.9306640625
11/14/2025 4:39:55.972000000 PM,-0.171875
11/14/2025 4:39:56.011000000 PM,0.015625
11/14/2025 4:39:56.049000000 PM,-0.1181640625
11/14/2025 4:39:56.085000000 PM,0.3046875
11/14/2025 4:39:56.123000000 PM,-0.3837890625
11/14/2025 4:39:56.159000000 PM,-0.5712890625
11/14/2025 4:39:56.197000000 PM,-0.609375
11/14/2025 4:39:56.233000000 PM,-0.2021484375
11/14/2025 4:39:56.271000000 PM,-0.0302734375
11/14/2025 4:39:56.352000000 PM,-0.5625
11/14/2025 4:39:56.392000000 PM,0.267578125
11/14/2025 4:39:56.430000000 PM,-0.36328125
11/14/2025 4:39:56.467000000 PM,-0.6943359375
11/14/2025 4:39:56.506000000 PM,0.5966796875
11/14/2025 4:39:56.546000000 PM,-0.033203125
11/14/2025 4:39:56.582000000 PM,-0.5283203125
11/14/2025 4:39:56.620000000 PM,-0.107421875
11/14/2025 4:39:56.656000000 PM,0.16796875
11/14/2025 4:39:56.695000000 PM,-0.169921875
11/14/2025 4:39:56.733000000 PM,-0.3515625
11/14/2025 4:39:56.769000000 PM,-0.2470703125
11/14/2025 4:39:56.808000000 PM,-0.1904296875
11/14/2025 4:39:56.844000000 PM,-0.6103515625
11/14/2025 4:39:56.882000000 PM,-0.1669921875
11/14/2025 4:39:56.921000000 PM,0.1474609375
11/14/2025 4:39:56.957000000 PM,-0.3251953125
11/14/2025 4:39:56.995000000 PM,-0.54296875
11/14/2025 4:39:57.031000000 PM,-0.0947265625
11/14/2025 4:39:57.070000000 PM,-0.255859375
11/14/2025 4:39:57.109000000 PM,0.0595703125
11/14/2025 4:39:57.145000000 PM,-0.37890625
11/14/2025 4:39:57.184000000 PM,0.125
11/14/2025 4:39:57.220000000 PM,-0.0576171875
11/14/2025 4:39:57.259000000 PM,-0.9794921875
11/14/2025 4:39:57.302000000 PM,-0.9765625
11/14/2025 4:39:57.337000000 PM,0.134765625
11/14/2025 4:39:57.376000000 PM,0.0068359375
11/14/2025 4:39:57.411000000 PM,0.1240234375
11/14/2025 4:39:57.450000000 PM,-0.146484375
11/14/2025 4:39:57.486000000 PM,-0.1728515625
11/14/2025 4:39:57.525000000 PM,-0.15625
11/14/2025 4:39:57.564000000 PM,-0.2099609375
11/14/2025 4:39:57.600000000 PM,0.16015625
11/14/2025 4:39:57.657000000 PM,0.08203125
11/14/2025 4:39:57.697000000 PM,-0.9912109375
11/14/2025 4:39:57.736000000 PM,0.1396484375
11/14/2025 4:39:57.775000000 PM,-0.0859375
11/14/2025 4:39:57.810000000 PM,-0.46484375
11/14/2025 4:39:57.849000000 PM,0.2919921875
11/14/2025 4:39:57.890000000 PM,-0.673828125
11/14/2025 4:39:57.929000000 PM,0.248046875
11/14/2025 4:39:57.969000000 PM,-0.2158203125
11/14/2025 4:39:58.004000000 PM,-0.796875
11/14/2025 4:39:58.043000000 PM,-0.2177734375
11/14/2025 4:39:58.078000000 PM,-0.166015625
11/14/2025 4:39:58.116000000 PM,-0.0859375
11/14/2025 4:39:58.155000000 PM,-0.4150390625
11/14/2025 4:39:58.190000000 PM,-0.5673828125
11/14/2025 4:39:58.228000000 PM,0.248046875
11/14/2025 4:39:58.288000000 PM,-0.0810546875
11/14/2025 4:39:58.329000000 PM,-0.412109375
11/14/2025 4:39:58.367000000 PM,0.0068359375
11/14/2025 4:39:58.403000000 PM,-0.14453125
11/14/2025 4:39:58.441000000 PM,0.513671875
11/14/2025 4:39:58.477000000 PM,-0.1708984375
11/14/2025 4:39:58.516000000 PM,-0.259765625
11/14/2025 4:39:58.554000000 PM,0.001953125
11/14/2025 4:39:58.590000000 PM,0.1533203125
11/14/2025 4:39:58.629000000 PM,-0.04296875
11/14/2025 4:39:58.664000000 PM,-1.140625
11/14/2025 4:39:58.704000000 PM,0.6259765625
11/14/2025 4:39:58.748000000 PM,0.7529296875
11/14/2025 4:39:58.788000000 PM,-0.30859375
11/14/2025 4:39:58.826000000 PM,-0.0751953125
11/14/2025 4:39:58.893000000 PM,-0.37109375
11/14/2025 4:39:58.931000000 PM,0.447265625
11/14/2025 4:39:58.969000000 PM,-0.208984375
11/14/2025 4:39:59.005000000 PM,-0.333984375
11/14/2025 4:39:59.043000000 PM,-0.228515625
11/14/2025 4:39:59.079000000 PM,-0.009765625
11/14/2025 4:39:59.118000000 PM,-0.0283203125
11/14/2025 4:39:59.156000000 PM,-0.349609375
11/14/2025 4:39:59.192000000 PM,-0.60546875
11/14/2025 4:39:59.230000000 PM,-0.623046875
11/14/2025 4:39:59.265000000 PM,-0.236328125
11/14/2025 4:39:59.304000000 PM,-0.5869140625
11/14/2025 4:39:59.341000000 PM,-0.7705078125
11/14/2025 4:39:59.390000000 PM,0.171875
11/14/2025 4:39:59.443000000 PM,-0.4326171875
11/14/2025 4:39:59.479000000 PM,-0.556640625
11/14/2025 4:39:59.517000000 PM,-0.2978515625
11/14/2025 4:39:59.553000000 PM,0.0009765625
11/14/2025 4:39:59.591000000 PM,-0.263671875
11/14/2025 4:39:59.630000000 PM,-1.134765625
11/14/2025 4:39:59.683000000 PM,-0.171875
11/14/2025 4:39:59.728000000 PM,-0.185546875
11/14/2025 4:39:59.767000000 PM,-0.115234375
11/14/2025 4:39:59.807000000 PM,-0.498046875
11/14/2025 4:39:59.846000000 PM,0.619140625
11/14/2025 4:39:59.881000000 PM,-0.296875
11/14/2025 4:39:59.920000000 PM,0.15625
11/14/2025 4:39:59.956000000 PM,-0.38671875
11/14/2025 4:39:59.994000000 PM,0.380859375
11/14/2025 4:40:00.033000000 PM,-0.384765625
11/14/2025 4:40:00.070000000 PM,-0.787109375
11/14/2025 4:40:00.108000000 PM,0.3095703125
11/14/2025 4:40:00.144000000 PM,-0.416015625
11/14/2025 4:40:00.182000000 PM,-0.30859375
11/14/2025 4:40:00.221000000 PM,0.203125
11/14/2025 4:40:00.257000000 PM,0.423828125
11/14/2025 4:40:00.295000000 PM,-0.3359375
11/14/2025 4:40:00.330000000 PM,-0.7705078125
11/14/2025 4:40:00.396000000 PM,0.3359375
11/14/2025 4:40:00.435000000 PM,-0.015625
11/14/2025 4:40:00.470000000 PM,-0.14453125
11/14/2025 4:40:00.509000000 PM,-0.1796875
11/14/2025 4:40:00.544000000 PM,-0.1240234375
11/14/2025 4:40:00.583000000 PM,-0.466796875
11/14/2025 4:40:00.618000000 PM,0.0673828125
11/14/2025 4:40:00.657000000 PM,-0.6259765625
11/14/2025 4:40:00.696000000 PM,0.2880859375
11/14/2025 4:40:00.732000000 PM,0.076171875
11/14/2025 4:40:00.770000000 PM,-0.9560546875
11/14/2025 4:40:00.806000000 PM,0.2421875
11/14/2025 4:40:00.844000000 PM,-0.1923828125
11/14/2025 4:40:00.882000000 PM,-0.1494140625
11/14/2025 4:40:00.918000000 PM,-0.42578125
11/14/2025 4:40:00.956000000 PM,-0.333984375
11/14/2025 4:40:00.993000000 PM,0.0419921875
11/14/2025 4:40:01.032000000 PM,-0.455078125
11/14/2025 4:40:01.072000000 PM,-0.4306640625
11/14/2025 4:40:01.108000000 PM,-0.1572265625
11/14/2025 4:40:01.147000000 PM,-0.4755859375
11/14/2025 4:40:01.216000000 PM,-0.4658203125
11/14/2025 4:40:01.268000000 PM,0.021484375
11/14/2025 4:40:01.307000000 PM,0.0390625
11/14/2025 4:40:01.343000000 PM,-0.5478515625
11/14/2025 4:40:01.382000000 PM,-0.14453125
11/14/2025 4:40:01.418000000 PM,-0.1796875
11/14/2025 4:40:01.457000000 PM,-0.09765625
11/14/2025 4:40:01.496000000 PM,-0.076171875
11/14/2025 4:40:01.532000000 PM,-0.5107421875
11/14/2025 4:40:01.598000000 PM,-0.7783203125
11/14/2025 4:40:01.635000000 PM,-0.3134765625
11/14/2025 4:40:01.674000000 PM,-0.2265625
11/14/2025 4:40:01.713000000 PM,0.2822265625
11/14/2025 4:40:01.749000000 PM,0.2509765625
11/14/2025 4:40:01.787000000 PM,-0.1787109375
11/14/2025 4:40:01.823000000 PM,0.0048828125
11/14/2025 4:40:01.861000000 PM,-0.5927734375
11/14/2025 4:40:01.896000000 PM,-0.3251953125
11/14/2025 4:40:01.935000000 PM,0.0341796875
11/14/2025 4:40:01.974000000 PM,-0.431640625
11/14/2025 4:40:02.010000000 PM,-0.244140625
11/14/2025 4:40:02.048000000 PM,0.294921875
11/14/2025 4:40:02.084000000 PM,0.2958984375
11/14/2025 4:40:02.122000000 PM,0.0439453125
11/14/2025 4:40:02.160000000 PM,-0.2822265625
11/14/2025 4:40:02.227000000 PM,-0.423828125
11/14/2025 4:40:02.271000000 PM,0.021484375
11/14/2025 4:40:02.307000000 PM,-0.970703125
11/14/2025 4:40:02.346000000 PM,0.6181640625
11/14/2025 4:40:02.385000000 PM,-0.11328125
11/14/2025 4:40:02.421000000 PM,-0.07421875
11/14/2025 4:40:02.460000000 PM,0.025390625
11/14/2025 4:40:02.495000000 PM,0.4462890625
11/14/2025 4:40:02.533000000 PM,-0.5244140625
11/14/2025 4:40:02.572000000 PM,0.2744140625
11/14/2025 4:40:02.608000000 PM,-0.470703125
11/14/2025 4:40:02.646000000 PM,-0.326171875
11/14/2025 4:40:02.682000000 PM,-0.2998046875
11/14/2025 4:40:02.720000000 PM,-0.2431640625
11/14/2025 4:40:02.758000000 PM,-0.005859375
11/14/2025 4:40:02.794000000 PM,0.025390625
11/14/2025 4:40:02.833000000 PM,-0.1337890625
11/14/2025 4:40:02.870000000 PM,-0.22265625
11/14/2025 4:40:02.908000000 PM,-0.21875
11/14/2025 4:40:02.946000000 PM,-0.6220703125
11/14/2025 4:40:02.982000000 PM,-0.544921875
11/14/2025 4:40:03.020000000 PM,-0.4638671875
11/14/2025 4:40:03.055000000 PM,-0.1240234375
11/14/2025 4:40:03.094000000 PM,0.4365234375
11/14/2025 4:40:03.160000000 PM,0.220703125
11/14/2025 4:40:03.197000000 PM,0.208984375
11/14/2025 4:40:03.236000000 PM,-0.3427734375
11/14/2025 4:40:03.271000000 PM,-0.7763671875
11/14/2025 4:40:03.309000000 PM,-0.162109375
11/14/2025 4:40:03.347000000 PM,-0.341796875
11/14/2025 4:40:03.383000000 PM,0.05859375
11/14/2025 4:40:03.421000000 PM,-0.443359375
11/14/2025 4:40:03.456000000 PM,-0.1640625
11/14/2025 4:40:03.495000000 PM,0.525390625
11/14/2025 4:40:03.534000000 PM,-0.6025390625
11/14/2025 4:40:03.569000000 PM,-0.0693359375
11/14/2025 4:40:03.608000000 PM,0.09375
11/14/2025 4:40:03.643000000 PM,0.3310546875
11/14/2025 4:40:03.687000000 PM,-0.0869140625
11/14/2025 4:40:03.722000000 PM,0.220703125
11/14/2025 4:40:03.761000000 PM,-0.3095703125
11/14/2025 4:40:03.800000000 PM,-1.017578125
11/14/2025 4:40:03.836000000 PM,-0.5595703125
11/14/2025 4:40:03.875000000 PM,-0.4375
