date,gz_vibration_g.mean_value
11/14/2025 4:39:53.104000000 PM,1.1181640625
11/14/2025 4:39:53.141000000 PM,1.490234375
11/14/2025 4:39:53.186000000 PM,1.5546875
11/14/2025 4:39:53.223000000 PM,1.0009765625
11/14/2025 4:39:53.262000000 PM,0.2734375
11/14/2025 4:39:53.301000000 PM,0.5361328125
11/14/2025 4:39:53.337000000 PM,0.5693359375
11/14/2025 4:39:53.375000000 PM,0.6572265625
11/14/2025 4:39:53.411000000 PM,0.70703125
11/14/2025 4:39:53.451000000 PM,1.0341796875
11/14/2025 4:39:53.490000000 PM,1.0966796875
11/14/2025 4:39:53.526000000 PM,0.724609375
11/14/2025 4:39:53.566000000 PM,0.7763671875
11/14/2025 4:39:53.601000000 PM,0.634765625
11/14/2025 4:39:53.644000000 PM,1.2333984375
11/14/2025 4:39:53.683000000 PM,0.5712890625
11/14/2025 4:39:53.726000000 PM,0.779296875
11/14/2025 4:39:53.771000000 PM,0.630859375
11/14/2025 4:39:53.807000000 PM,0.5771484375
11/14/2025 4:39:53.846000000 PM,1.6953125
11/14/2025 4:39:53.885000000 PM,0.9951171875
11/14/2025 4:39:53.921000000 PM,0.564453125
11/14/2025 4:39:53.960000000 PM,0.5380859375
11/14/2025 4:39:53.996000000 PM,0.67578125
11/14/2025 4:39:54.035000000 PM,1.033203125
11/14/2025 4:39:54.073000000 PM,0.4013671875
11/14/2025 4:39:54.109000000 PM,1.7421875
11/14/2025 4:39:54.148000000 PM,1.3193359375
11/14/2025 4:39:54.184000000 PM,0.6962890625
11/14/2025 4:39:54.223000000 PM,0.5283203125
11/14/2025 4:39:54.277000000 PM,0.8818359375
11/14/2025 4:39:54.336000000 PM,1.6796875
11/14/2025 4:39:54.376000000 PM,0.76171875
11/14/2025 4:39:54.412000000 PM,1.0869140625
11/14/2025 4:39:54.451000000 PM,0.7314453125
11/14/2025 4:39:54.489000000 PM,0.572265625
11/14/2025 4:39:54.526000000 PM,0.9052734375
11/14/2025 4:39:54.564000000 PM,1.2470703125
11/14/2025 4:39:54.600000000 PM,1.66015625
11/14/2025 4:39:54.638000000 PM,1.513671875
11/14/2025 4:39:54.677000000 PM,0.7705078125
11/14/2025 4:39:54.714000000 PM,0.572265625
11/14/2025 4:39:54.753000000 PM,0.6318359375
11/14/2025 4:39:54.792000000 PM,1.060546875
11/14/2025 4:39:54.831000000 PM,1.1796875
11/14/2025 4:39:54.869000000 PM,0.9677734375
11/14/2025 4:39:54.904000000 PM,1.099609375
11/14/2025 4:39:54.942000000 PM,0.65234375
11/14/2025 4:39:54.977000000 PM,0.1376953125
11/14/2025 4:39:55.015000000 PM,0.7080078125
11/14/2025 4:39:55.053000000 PM,0.88671875
11/14/2025 4:39:55.088000000 PM,0.8974609375
11/14/2025 4:39:55.127000000 PM,0.7119140625
11/14/2025 4:39:55.162000000 PM,1.359375
11/14/2025 4:39:55.200000000 PM,1.1806640625
11/14/2025 4:39:55.242000000 PM,0.5087890625
11/14/2025 4:39:55.278000000 PM,0.8671875
11/14/2025 4:39:55.316000000 PM,0.734375
11/14/2025 4:39:55.351000000 PM,0.861328125
11/14/2025 4:39:55.390000000 PM,1.0693359375
11/14/2025 4:39:55.429000000 PM,1.4052734375
11/14/2025 4:39:55.464000000 PM,1.017578125
11/14/2025 4:39:55.503000000 PM,0.740234375
11/14/2025 4:39:55.539000000 PM,0.916015625
11/14/2025 4:39:55.577000000 PM,1.1953125
11/14/2025 4:39:55.615000000 PM,1.376953125
11/14/2025 4:39:55.650000000 PM,0.8125
11/14/2025 4:39:55.688000000 PM,0.73828125
11/14/2025 4:39:55.724000000 PM,0.86328125
11/14/2025 4:39:55.762000000 PM,0.6142578125
11/14/2025 4:39:55.800000000 PM,1.0869140625
11/14/2025 4:39:55.835000000 PM,1.046875
11/14/2025 4:39:55.873000000 PM,0.9482421875
11/14/2025 4:39:55.908000000 PM,0.576171875
11/14/2025 4:39:55.946000000 PM,0.9091796875
11/14/2025 4:39:55.982000000 PM,0.5888671875
11/14/2025 4:39:56.021000000 PM,1.37890625
11/14/2025 4:39:56.059000000 PM,1.4580078125
11/14/2025 4:39:56.094000000 PM,1.416015625
11/14/2025 4:39:56.133000000 PM,1.0849609375
11/14/2025 4:39:56.168000000 PM,1.3203125
11/14/2025 4:39:56.207000000 PM,0.6357421875
11/14/2025 4:39:56.245000000 PM,1.0341796875
11/14/2025 4:39:56.281000000 PM,1.1083984375
11/14/2025 4:39:56.366000000 PM,0.8720703125
11/14/2025 4:39:56.402000000 PM,0.9189453125
11/14/2025 4:39:56.441000000 PM,1.0576171875
11/14/2025 4:39:56.480000000 PM,1.1142578125
11/14/2025 4:39:56.517000000 PM,0.4423828125
11/14/2025 4:39:56.556000000 PM,1.0205078125
11/14/2025 4:39:56.592000000 PM,1.2822265625
11/14/2025 4:39:56.630000000 PM,1.5107421875
11/14/2025 4:39:56.669000000 PM,1.2958984375
11/14/2025 4:39:56.705000000 PM,1.0849609375
11/14/2025 4:39:56.743000000 PM,0.7529296875
11/14/2025 4:39:56.779000000 PM,0.45703125
11/14/2025 4:39:56.818000000 PM,0.6474609375
11/14/2025 4:39:56.856000000 PM,1.0537109375
11/14/2025 4:39:56.892000000 PM,0.5966796875
11/14/2025 4:39:56.931000000 PM,1.4541015625
11/14/2025 4:39:56.967000000 PM,1.6328125
11/14/2025 4:39:57.005000000 PM,1.0546875
11/14/2025 4:39:57.044000000 PM,0.74609375
11/14/2025 4:39:57.080000000 PM,0.740234375
11/14/2025 4:39:57.119000000 PM,0.7919921875
11/14/2025 4:39:57.155000000 PM,0.65234375
11/14/2025 4:39:57.194000000 PM,1.5048828125
11/14/2025 4:39:57.233000000 PM,1.7353515625
11/14/2025 4:39:57.269000000 PM,0.572265625
11/14/2025 4:39:57.312000000 PM,1.1005859375
11/14/2025 4:39:57.347000000 PM,0.873046875
11/14/2025 4:39:57.386000000 PM,1.1044921875
11/14/2025 4:39:57.421000000 PM,1.5771484375
11/14/2025 4:39:57.460000000 PM,0.8095703125
11/14/2025 4:39:57.499000000 PM,1.19140625
11/14/2025 4:39:57.535000000 PM,0.7509765625
11/14/2025 4:39:57.574000000 PM,1.140625
11/14/2025 4:39:57.610000000 PM,0.6630859375
11/14/2025 4:39:57.667000000 PM,1.06640625
11/14/2025 4:39:57.710000000 PM,1.3798828125
11/14/2025 4:39:57.746000000 PM,0.4130859375
11/14/2025 4:39:57.785000000 PM,0.7109375
11/14/2025 4:39:57.820000000 PM,0.814453125
11/14/2025 4:39:57.859000000 PM,0.9345703125
11/14/2025 4:39:57.903000000 PM,0.685546875
11/14/2025 4:39:57.939000000 PM,1.306640625
11/14/2025 4:39:57.978000000 PM,1.53125
11/14/2025 4:39:58.014000000 PM,1.1845703125
11/14/2025 4:39:58.052000000 PM,0.673828125
11/14/2025 4:39:58.091000000 PM,1.0849609375
11/14/2025 4:39:58.126000000 PM,1.302734375
11/14/2025 4:39:58.165000000 PM,0.65234375
11/14/2025 4:39:58.200000000 PM,0.7880859375
11/14/2025 4:39:58.238000000 PM,0.7802734375
11/14/2025 4:39:58.303000000 PM,0.80078125
11/14/2025 4:39:58.339000000 PM,0.7509765625
11/14/2025 4:39:58.377000000 PM,0.3681640625
11/14/2025 4:39:58.412000000 PM,0.951171875
11/14/2025 4:39:58.451000000 PM,1.3212890625
11/14/2025 4:39:58.490000000 PM,0.6640625
11/14/2025 4:39:58.526000000 PM,1.16796875
11/14/2025 4:39:58.564000000 PM,1.1943359375
11/14/2025 4:39:58.600000000 PM,1.3173828125
11/14/2025 4:39:58.638000000 PM,0.919921875
11/14/2025 4:39:58.674000000 PM,1.2568359375
11/14/2025 4:39:58.717000000 PM,0.6279296875
11/14/2025 4:39:58.762000000 PM,0.931640625
11/14/2025 4:39:58.798000000 PM,0.755859375
11/14/2025 4:39:58.838000000 PM,0.6845703125
11/14/2025 4:39:58.903000000 PM,0.81640625
11/14/2025 4:39:58.941000000 PM,0.8447265625
11/14/2025 4:39:58.979000000 PM,1.435546875
11/14/2025 4:39:59.014000000 PM,0.8173828125
11/14/2025 4:39:59.053000000 PM,1.1591796875
11/14/2025 4:39:59.089000000 PM,1.1025390625
11/14/2025 4:39:59.128000000 PM,1.08984375
11/14/2025 4:39:59.166000000 PM,0.7431640625
11/14/2025 4:39:59.202000000 PM,0.8984375
11/14/2025 4:39:59.240000000 PM,0.4443359375
11/14/2025 4:39:59.275000000 PM,0.9951171875
11/14/2025 4:39:59.314000000 PM,0.6552734375
11/14/2025 4:39:59.356000000 PM,0.6591796875
11/14/2025 4:39:59.403000000 PM,0.9775390625
11/14/2025 4:39:59.453000000 PM,0.7626953125
11/14/2025 4:39:59.488000000 PM,0.9072265625
11/14/2025 4:39:59.528000000 PM,0.8623046875
11/14/2025 4:39:59.566000000 PM,0.529296875
11/14/2025 4:39:59.602000000 PM,1.8671875
11/14/2025 4:39:59.640000000 PM,1.13671875
11/14/2025 4:39:59.699000000 PM,1.1884765625
11/14/2025 4:39:59.737000000 PM,0.6357421875
11/14/2025 4:39:59.782000000 PM,1.6787109375
11/14/2025 4:39:59.817000000 PM,0.78515625
11/14/2025 4:39:59.856000000 PM,0.84375
11/14/2025 4:39:59.891000000 PM,0.8173828125
11/14/2025 4:39:59.930000000 PM,1.3505859375
11/14/2025 4:39:59.969000000 PM,0.794921875
11/14/2025 4:40:00.004000000 PM,1.1640625
11/14/2025 4:40:00.043000000 PM,0.9306640625
11/14/2025 4:40:00.079000000 PM,1.185546875
11/14/2025 4:40:00.118000000 PM,0.4580078125
11/14/2025 4:40:00.156000000 PM,0.8828125
11/14/2025 4:40:00.192000000 PM,0.751953125
11/14/2025 4:40:00.231000000 PM,1.4970703125
11/14/2025 4:40:00.267000000 PM,1.126953125
11/14/2025 4:40:00.305000000 PM,1.7978515625
11/14/2025 4:40:00.340000000 PM,1.0234375
11/14/2025 4:40:00.406000000 PM,0.9140625
11/14/2025 4:40:00.444000000 PM,0.90234375
11/14/2025 4:40:00.480000000 PM,1.5478515625
11/14/2025 4:40:00.519000000 PM,1.05078125
11/14/2025 4:40:00.554000000 PM,0.626953125
11/14/2025 4:40:00.593000000 PM,0.755859375
11/14/2025 4:40:00.631000000 PM,1.0029296875
11/14/2025 4:40:00.667000000 PM,0.9765625
11/14/2025 4:40:00.706000000 PM,1.419921875
11/14/2025 4:40:00.741000000 PM,1.6611328125
11/14/2025 4:40:00.780000000 PM,1.169921875
11/14/2025 4:40:00.818000000 PM,0.7509765625
11/14/2025 4:40:00.854000000 PM,1.2509765625
11/14/2025 4:40:00.892000000 PM,1.0380859375
11/14/2025 4:40:00.928000000 PM,0.8408203125
11/14/2025 4:40:00.967000000 PM,0.484375
11/14/2025 4:40:01.006000000 PM,0.822265625
11/14/2025 4:40:01.043000000 PM,0.9130859375
11/14/2025 4:40:01.082000000 PM,0.5263671875
11/14/2025 4:40:01.118000000 PM,0.9580078125
11/14/2025 4:40:01.157000000 PM,0.748046875
11/14/2025 4:40:01.241000000 PM,1.47265625
11/14/2025 4:40:01.278000000 PM,1.13671875
11/14/2025 4:40:01.317000000 PM,1.0234375
11/14/2025 4:40:01.353000000 PM,0.9755859375
11/14/2025 4:40:01.392000000 PM,1.017578125
11/14/2025 4:40:01.431000000 PM,0.6298828125
11/14/2025 4:40:01.467000000 PM,1.33203125
11/14/2025 4:40:01.506000000 PM,0.9892578125
11/14/2025 4:40:01.542000000 PM,0.7587890625
11/14/2025 4:40:01.609000000 PM,0.529296875
11/14/2025 4:40:01.649000000 PM,0.974609375
11/14/2025 4:40:01.684000000 PM,0.81640625
11/14/2025 4:40:01.723000000 PM,1.326171875
11/14/2025 4:40:01.759000000 PM,1.1689453125
11/14/2025 4:40:01.797000000 PM,0.99609375
11/14/2025 4:40:01.833000000 PM,1.5390625
11/14/2025 4:40:01.871000000 PM,0.90234375
11/14/2025 4:40:01.909000000 PM,1.064453125
11/14/2025 4:40:01.945000000 PM,1.06640625
11/14/2025 4:40:01.984000000 PM,0.6171875
11/14/2025 4:40:02.019000000 PM,0.673828125
11/14/2025 4:40:02.058000000 PM,1.9921875
11/14/2025 4:40:02.096000000 PM,0.826171875
11/14/2025 4:40:02.132000000 PM,0.720703125
11/14/2025 4:40:02.183000000 PM,1.0263671875
11/14/2025 4:40:02.236000000 PM,0.826171875
11/14/2025 4:40:02.281000000 PM,0.8779296875
11/14/2025 4:40:02.321000000 PM,1.0888671875
11/14/2025 4:40:02.356000000 PM,0.8154296875
11/14/2025 4:40:02.395000000 PM,0.8427734375
11/14/2025 4:40:02.431000000 PM,1.1884765625
11/14/2025 4:40:02.469000000 PM,1.484375
11/14/2025 4:40:02.508000000 PM,1.318359375
11/14/2025 4:40:02.543000000 PM,1.6494140625
11/14/2025 4:40:02.582000000 PM,0.6337890625
11/14/2025 4:40:02.618000000 PM,0.5556640625
11/14/2025 4:40:02.656000000 PM,0.5517578125
11/14/2025 4:40:02.694000000 PM,0.76171875
11/14/2025 4:40:02.730000000 PM,0.6826171875
11/14/2025 4:40:02.768000000 PM,1.38671875
11/14/2025 4:40:02.804000000 PM,1.6455078125
11/14/2025 4:40:02.843000000 PM,0.7333984375
11/14/2025 4:40:02.882000000 PM,0.69921875
11/14/2025 4:40:02.918000000 PM,0.904296875
11/14/2025 4:40:02.956000000 PM,0.70703125
11/14/2025 4:40:02.992000000 PM,0.8759765625
11/14/2025 4:40:03.030000000 PM,0.5380859375
11/14/2025 4:40:03.068000000 PM,0.623046875
11/14/2025 4:40:03.126000000 PM,1.21484375
11/14/2025 4:40:03.170000000 PM,0.96875
11/14/2025 4:40:03.207000000 PM,1.384765625
11/14/2025 4:40:03.245000000 PM,1.4169921875
11/14/2025 4:40:03.284000000 PM,1.333984375
11/14/2025 4:40:03.319000000 PM,0.673828125
11/14/2025 4:40:03.357000000 PM,0.9140625
11/14/2025 4:40:03.392000000 PM,1.001953125
11/14/2025 4:40:03.431000000 PM,0.904296875
11/14/2025 4:40:03.466000000 PM,1.0361328125
11/14/2025 4:40:03.506000000 PM,0.6376953125
11/14/2025 4:40:03.544000000 PM,1.4765625
11/14/2025 4:40:03.579000000 PM,0.689453125
11/14/2025 4:40:03.617000000 PM,1.107421875
11/14/2025 4:40:03.653000000 PM,0.94140625
11/14/2025 4:40:03.697000000 PM,0.7470703125
11/14/2025 4:40:03.735000000 PM,0.4775390625
11/14/2025 4:40:03.771000000 PM,1.587890625
11/14/2025 4:40:03.810000000 PM,1.0224609375
11/14/2025 4:40:03.846000000 PM,0.6630859375
11/14/2025 4:40:03.885000000 PM,0.623046875
11/14/2025 4:40:03.924000000 PM,1.060546875
11/14/2025 4:40:03.959000000 PM,0.654296875
11/14/2025 4:40:03.998000000 PM,1.416015625
11/14/2025 4:40:04.033000000 PM,1.8154296875
11/14/2025 4:40:04.072000000 PM,1.138671875
11/14/2025 4:40:04.111000000 PM,1.0478515625
11/14/2025 4:40:04.174000000 PM,1.46484375
11/14/2025 4:40:04.212000000 PM,0.88671875
11/14/2025 4:40:04.248000000 PM,0.9814453125
11/14/2025 4:40:04.286000000 PM,0.466796875
11/14/2025 4:40:04.326000000 PM,0.7216796875
11/14/2025 4:40:04.362000000 PM,1.0126953125
11/14/2025 4:40:04.400000000 PM,1.251953125
11/14/2025 4:40:04.439000000 PM,1.4765625
11/14/2025 4:40:04.486000000 PM,1.0654296875
11/14/2025 4:40:04.537000000 PM,1.1435546875
11/14/2025 4:40:04.573000000 PM,0.982421875
