date,hall_switch.value
11/14/2025 4:39:53.125000000 PM,0
11/14/2025 4:39:53.170000000 PM,0
11/14/2025 4:39:53.206000000 PM,0
11/14/2025 4:39:53.246000000 PM,0
11/14/2025 4:39:53.282000000 PM,0
11/14/2025 4:39:53.321000000 PM,0
11/14/2025 4:39:53.359000000 PM,0
11/14/2025 4:39:53.395000000 PM,0
11/14/2025 4:39:53.435000000 PM,0
11/14/2025 4:39:53.471000000 PM,0
11/14/2025 4:39:53.510000000 PM,0
11/14/2025 4:39:53.549000000 PM,0
11/14/2025 4:39:53.585000000 PM,0
11/14/2025 4:39:53.624000000 PM,0
11/14/2025 4:39:53.664000000 PM,0
11/14/2025 4:39:53.707000000 PM,0
11/14/2025 4:39:53.754000000 PM,0
11/14/2025 4:39:53.791000000 PM,0
11/14/2025 4:39:53.830000000 PM,0
11/14/2025 4:39:53.866000000 PM,0
11/14/2025 4:39:53.905000000 PM,0
11/14/2025 4:39:53.944000000 PM,0
11/14/2025 4:39:53.980000000 PM,0
11/14/2025 4:39:54.019000000 PM,0
11/14/2025 4:39:54.054000000 PM,1
11/14/2025 4:39:54.093000000 PM,0
11/14/2025 4:39:54.129000000 PM,0
11/14/2025 4:39:54.168000000 PM,0
11/14/2025 4:39:54.207000000 PM,0
11/14/2025 4:39:54.246000000 PM,0
11/14/2025 4:39:54.310000000 PM,0
11/14/2025 4:39:54.360000000 PM,0
11/14/2025 4:39:54.396000000 PM,0
11/14/2025 4:39:54.435000000 PM,0
11/14/2025 4:39:54.470000000 PM,0
11/14/2025 4:39:54.510000000 PM,0
11/14/2025 4:39:54.549000000 PM,0
11/14/2025 4:39:54.584000000 PM,0
11/14/2025 4:39:54.622000000 PM,0
11/14/2025 4:39:54.658000000 PM,0
11/14/2025 4:39:54.697000000 PM,0
11/14/2025 4:39:54.737000000 PM,0
11/14/2025 4:39:54.776000000 PM,0
11/14/2025 4:39:54.815000000 PM,0
11/14/2025 4:39:54.850000000 PM,0
11/14/2025 4:39:54.888000000 PM,0
11/14/2025 4:39:54.926000000 PM,0
11/14/2025 4:39:54.961000000 PM,0
11/14/2025 4:39:54.999000000 PM,0
11/14/2025 4:39:55.034000000 PM,0
11/14/2025 4:39:55.072000000 PM,0
11/14/2025 4:39:55.111000000 PM,0
11/14/2025 4:39:55.146000000 PM,0
11/14/2025 4:39:55.184000000 PM,0
11/14/2025 4:39:55.219000000 PM,0
11/14/2025 4:39:55.262000000 PM,0
11/14/2025 4:39:55.300000000 PM,0
11/14/2025 4:39:55.335000000 PM,0
11/14/2025 4:39:55.374000000 PM,0
11/14/2025 4:39:55.410000000 PM,0
11/14/2025 4:39:55.449000000 PM,0
11/14/2025 4:39:55.487000000 PM,1
11/14/2025 4:39:55.523000000 PM,0
11/14/2025 4:39:55.561000000 PM,0
11/14/2025 4:39:55.596000000 PM,0
