date,ay_vibration_ms2.value
11/28/2025 2:07:00.019000000 PM,6.617573388671874
11/28/2025 2:07:00.061000000 PM,8.475473876953124
11/28/2025 2:07:00.100000000 PM,10.333374365234375
11/28/2025 2:07:00.142000000 PM,12.16254443359375
11/28/2025 2:07:00.180000000 PM,9.270348828125
11/28/2025 2:07:00.222000000 PM,8.12113203125
11/28/2025 2:07:00.265000000 PM,10.658985791015624
11/28/2025 2:07:00.303000000 PM,9.260772021484375
11/28/2025 2:07:00.350000000 PM,10.984597216796875
11/28/2025 2:07:00.389000000 PM,9.05965908203125
11/28/2025 2:07:00.431000000 PM,10.984597216796875
11/28/2025 2:07:00.470000000 PM,11.942277880859374
11/28/2025 2:07:00.512000000 PM,12.449848632812499
11/28/2025 2:07:00.554000000 PM,9.7683427734375
11/28/2025 2:07:00.593000000 PM,8.56166513671875
11/28/2025 2:07:00.636000000 PM,9.586383447265625
11/28/2025 2:07:00.676000000 PM,13.63737265625
11/28/2025 2:07:00.719000000 PM,15.504849951171874
11/28/2025 2:07:00.762000000 PM,8.724470849609375
11/28/2025 2:07:00.801000000 PM,10.907982763671875
11/28/2025 2:07:00.844000000 PM,10.611101757812499
11/28/2025 2:07:00.884000000 PM,12.20085166015625
11/28/2025 2:07:00.926000000 PM,12.018892333984374
11/28/2025 2:07:00.969000000 PM,10.01733974609375
11/28/2025 2:07:01.009000000 PM,10.66856259765625
11/28/2025 2:07:01.051000000 PM,9.816226806640625
11/28/2025 2:07:01.090000000 PM,12.105083593749999
11/28/2025 2:07:01.132000000 PM,8.552088330078124
11/28/2025 2:07:01.175000000 PM,11.626243261718749
11/28/2025 2:07:01.216000000 PM,9.931148486328125
11/28/2025 2:07:01.258000000 PM,11.348515869140625
11/28/2025 2:07:01.298000000 PM,8.772354882812499
11/28/2025 2:07:01.341000000 PM,8.973467822265624
11/28/2025 2:07:01.384000000 PM,8.839392529296875
11/28/2025 2:07:01.425000000 PM,10.764330664062498
11/28/2025 2:07:01.467000000 PM,11.980585107421874
11/28/2025 2:07:01.507000000 PM,9.34696328125
11/28/2025 2:07:01.551000000 PM,8.437166650390624
11/28/2025 2:07:01.593000000 PM,8.10197841796875
11/28/2025 2:07:01.642000000 PM,6.828263134765624
11/28/2025 2:07:01.685000000 PM,7.431601953125
11/28/2025 2:07:01.724000000 PM,13.206416357421874
11/28/2025 2:07:01.766000000 PM,7.316680273437499
11/28/2025 2:07:01.805000000 PM,7.297526660156249
11/28/2025 2:07:01.846000000 PM,6.636727001953124
11/28/2025 2:07:01.889000000 PM,14.125789794921873
11/28/2025 2:07:01.933000000 PM,10.266336718749999
11/28/2025 2:07:01.975000000 PM,6.5601125488281244
11/28/2025 2:07:02.017000000 PM,9.94072529296875
11/28/2025 2:07:02.056000000 PM,11.080365283203124
11/28/2025 2:07:02.098000000 PM,8.17859287109375
11/28/2025 2:07:02.136000000 PM,5.430049365234375
11/28/2025 2:07:02.178000000 PM,12.670115185546875
11/28/2025 2:07:02.220000000 PM,5.430049365234375
11/28/2025 2:07:02.259000000 PM,11.204863769531249
11/28/2025 2:07:02.300000000 PM,13.101071484375
11/28/2025 2:07:02.339000000 PM,10.649408984374999
