date,hall_switch.value
11/28/2025 2:07:00.030000000 PM,0
11/28/2025 2:07:00.072000000 PM,0
11/28/2025 2:07:00.111000000 PM,0
11/28/2025 2:07:00.152000000 PM,0
11/28/2025 2:07:00.191000000 PM,0
11/28/2025 2:07:00.233000000 PM,0
11/28/2025 2:07:00.275000000 PM,0
11/28/2025 2:07:00.314000000 PM,0
11/28/2025 2:07:00.361000000 PM,0
11/28/2025 2:07:00.399000000 PM,0
11/28/2025 2:07:00.442000000 PM,0
11/28/2025 2:07:00.484000000 PM,0
11/28/2025 2:07:00.523000000 PM,0
11/28/2025 2:07:00.565000000 PM,0
11/28/2025 2:07:00.604000000 PM,0
11/28/2025 2:07:00.647000000 PM,0
11/28/2025 2:07:00.690000000 PM,0
11/28/2025 2:07:00.730000000 PM,0
11/28/2025 2:07:00.773000000 PM,0
11/28/2025 2:07:00.812000000 PM,0
11/28/2025 2:07:00.854000000 PM,0
11/28/2025 2:07:00.898000000 PM,0
11/28/2025 2:07:00.937000000 PM,0
11/28/2025 2:07:00.980000000 PM,0
11/28/2025 2:07:01.020000000 PM,0
11/28/2025 2:07:01.062000000 PM,0
11/28/2025 2:07:01.104000000 PM,0
11/28/2025 2:07:01.144000000 PM,0
11/28/2025 2:07:01.186000000 PM,0
11/28/2025 2:07:01.227000000 PM,0
11/28/2025 2:07:01.269000000 PM,0
11/28/2025 2:07:01.312000000 PM,0
11/28/2025 2:07:01.353000000 PM,0
11/28/2025 2:07:01.395000000 PM,0
11/28/2025 2:07:01.436000000 PM,0
11/28/2025 2:07:01.478000000 PM,0
11/28/2025 2:07:01.518000000 PM,0
11/28/2025 2:07:01.562000000 PM,0
11/28/2025 2:07:01.603000000 PM,0
11/28/2025 2:07:01.653000000 PM,0
11/28/2025 2:07:01.695000000 PM,0
11/28/2025 2:07:01.735000000 PM,0
11/28/2025 2:07:01.777000000 PM,1
11/28/2025 2:07:01.818000000 PM,0
11/28/2025 2:07:01.857000000 PM,0
11/28/2025 2:07:01.900000000 PM,0
11/28/2025 2:07:01.947000000 PM,0
11/28/2025 2:07:01.986000000 PM,0
11/28/2025 2:07:02.028000000 PM,0
11/28/2025 2:07:02.067000000 PM,0
11/28/2025 2:07:02.108000000 PM,0
11/28/2025 2:07:02.147000000 PM,0
11/28/2025 2:07:02.189000000 PM,0
11/28/2025 2:07:02.231000000 PM,0
11/28/2025 2:07:02.270000000 PM,1
11/28/2025 2:07:02.311000000 PM,0
11/28/2025 2:07:02.350000000 PM,0
11/28/2025 2:07:02.392000000 PM,0
11/28/2025 2:07:02.433000000 PM,0
11/28/2025 2:07:02.473000000 PM,0
11/28/2025 2:07:02.515000000 PM,0
11/28/2025 2:07:02.554000000 PM,0
11/28/2025 2:07:02.600000000 PM,0
11/28/2025 2:07:02.642000000 PM,0
11/28/2025 2:07:02.682000000 PM,0
11/28/2025 2:07:02.728000000 PM,0
11/28/2025 2:07:02.791000000 PM,0
11/28/2025 2:07:02.833000000 PM,0
11/28/2025 2:07:02.876000000 PM,0
11/28/2025 2:07:02.916000000 PM,0
11/28/2025 2:07:02.958000000 PM,0
11/28/2025 2:07:02.998000000 PM,0
11/28/2025 2:07:03.040000000 PM,0
11/28/2025 2:07:03.082000000 PM,0
11/28/2025 2:07:03.122000000 PM,0
11/28/2025 2:07:03.188000000 PM,0
11/28/2025 2:07:03.228000000 PM,0
11/28/2025 2:07:03.271000000 PM,0
11/28/2025 2:07:03.313000000 PM,0
11/28/2025 2:07:03.352000000 PM,0
11/28/2025 2:07:03.394000000 PM,0
11/28/2025 2:07:03.433000000 PM,0
11/28/2025 2:07:03.475000000 PM,0
11/28/2025 2:07:03.515000000 PM,0
11/28/2025 2:07:03.558000000 PM,0
11/28/2025 2:07:03.601000000 PM,0
11/28/2025 2:07:03.641000000 PM,0
11/28/2025 2:07:03.682000000 PM,0
11/28/2025 2:07:03.722000000 PM,0
11/28/2025 2:07:03.763000000 PM,0
11/28/2025 2:07:03.805000000 PM,0
11/28/2025 2:07:03.844000000 PM,0
11/28/2025 2:07:03.887000000 PM,0
11/28/2025 2:07:03.928000000 PM,0
11/28/2025 2:07:03.967000000 PM,0
11/28/2025 2:07:04.009000000 PM,0
11/28/2025 2:07:04.048000000 PM,0
11/28/2025 2:07:04.089000000 PM,0
11/28/2025 2:07:04.128000000 PM,0
11/28/2025 2:07:04.169000000 PM,0
11/28/2025 2:07:04.211000000 PM,0
11/28/2025 2:07:04.250000000 PM,0
11/28/2025 2:07:04.291000000 PM,0
11/28/2025 2:07:04.329000000 PM,0
11/28/2025 2:07:04.371000000 PM,0
11/28/2025 2:07:04.413000000 PM,0
11/28/2025 2:07:04.451000000 PM,0
11/28/2025 2:07:04.493000000 PM,0
11/28/2025 2:07:04.533000000 PM,0
11/28/2025 2:07:04.575000000 PM,0
11/28/2025 2:07:04.632000000 PM,0
11/28/2025 2:07:04.683000000 PM,0
11/28/2025 2:07:04.724000000 PM,0
11/28/2025 2:07:04.764000000 PM,0
11/28/2025 2:07:04.806000000 PM,0
11/28/2025 2:07:04.852000000 PM,1
11/28/2025 2:07:04.892000000 PM,0
