date,gy_vibration_g.value
11/28/2025 2:07:00.003000000 PM,0.6748046875
11/28/2025 2:07:00.042000000 PM,0.8642578125
11/28/2025 2:07:00.084000000 PM,1.0537109375
11/28/2025 2:07:00.123000000 PM,1.240234375
11/28/2025 2:07:00.164000000 PM,0.9453125
11/28/2025 2:07:00.206000000 PM,0.828125
11/28/2025 2:07:00.245000000 PM,1.0869140625
11/28/2025 2:07:00.287000000 PM,0.9443359375
11/28/2025 2:07:00.326000000 PM,1.1201171875
11/28/2025 2:07:00.373000000 PM,0.923828125
11/28/2025 2:07:00.415000000 PM,1.1201171875
11/28/2025 2:07:00.454000000 PM,1.2177734375
11/28/2025 2:07:00.495000000 PM,1.26953125
11/28/2025 2:07:00.535000000 PM,0.99609375
11/28/2025 2:07:00.577000000 PM,0.873046875
11/28/2025 2:07:00.620000000 PM,0.9775390625
11/28/2025 2:07:00.660000000 PM,1.390625
11/28/2025 2:07:00.702000000 PM,1.5810546875
11/28/2025 2:07:00.742000000 PM,0.8896484375
11/28/2025 2:07:00.785000000 PM,1.1123046875
11/28/2025 2:07:00.827000000 PM,1.08203125
11/28/2025 2:07:00.867000000 PM,1.244140625
11/28/2025 2:07:00.910000000 PM,1.2255859375
11/28/2025 2:07:00.950000000 PM,1.021484375
11/28/2025 2:07:00.993000000 PM,1.087890625
11/28/2025 2:07:01.035000000 PM,1.0009765625
11/28/2025 2:07:01.074000000 PM,1.234375
11/28/2025 2:07:01.116000000 PM,0.8720703125
11/28/2025 2:07:01.156000000 PM,1.185546875
11/28/2025 2:07:01.199000000 PM,1.0126953125
11/28/2025 2:07:01.242000000 PM,1.1572265625
11/28/2025 2:07:01.281000000 PM,0.89453125
11/28/2025 2:07:01.325000000 PM,0.9150390625
11/28/2025 2:07:01.365000000 PM,0.9013671875
11/28/2025 2:07:01.408000000 PM,1.09765625
11/28/2025 2:07:01.448000000 PM,1.2216796875
11/28/2025 2:07:01.491000000 PM,0.953125
11/28/2025 2:07:01.534000000 PM,0.8603515625
11/28/2025 2:07:01.574000000 PM,0.826171875
11/28/2025 2:07:01.623000000 PM,0.6962890625
11/28/2025 2:07:01.666000000 PM,0.7578125
11/28/2025 2:07:01.708000000 PM,1.3466796875
11/28/2025 2:07:01.750000000 PM,0.74609375
11/28/2025 2:07:01.789000000 PM,0.744140625
11/28/2025 2:07:01.830000000 PM,0.6767578125
11/28/2025 2:07:01.873000000 PM,1.4404296875
11/28/2025 2:07:01.912000000 PM,1.046875
11/28/2025 2:07:01.959000000 PM,0.6689453125
11/28/2025 2:07:01.998000000 PM,1.013671875
11/28/2025 2:07:02.040000000 PM,1.1298828125
11/28/2025 2:07:02.078000000 PM,0.833984375
11/28/2025 2:07:02.120000000 PM,0.5537109375
11/28/2025 2:07:02.162000000 PM,1.2919921875
11/28/2025 2:07:02.201000000 PM,0.5537109375
11/28/2025 2:07:02.243000000 PM,1.142578125
11/28/2025 2:07:02.281000000 PM,1.3359375
11/28/2025 2:07:02.323000000 PM,1.0859375
11/28/2025 2:07:02.365000000 PM,1.0087890625
11/28/2025 2:07:02.403000000 PM,1.2724609375
11/28/2025 2:07:02.445000000 PM,1.232421875
11/28/2025 2:07:02.485000000 PM,0.9228515625
11/28/2025 2:07:02.527000000 PM,1.1103515625
11/28/2025 2:07:02.573000000 PM,0.9130859375
11/28/2025 2:07:02.612000000 PM,1.4423828125
11/28/2025 2:07:02.654000000 PM,1.0029296875
11/28/2025 2:07:02.694000000 PM,0.5380859375
11/28/2025 2:07:02.755000000 PM,0.951171875
11/28/2025 2:07:02.806000000 PM,1.056640625
11/28/2025 2:07:02.845000000 PM,1.466796875
11/28/2025 2:07:02.888000000 PM,0.8759765625
11/28/2025 2:07:02.928000000 PM,1.048828125
11/28/2025 2:07:02.970000000 PM,0.953125
11/28/2025 2:07:03.013000000 PM,1.111328125
11/28/2025 2:07:03.052000000 PM,0.71484375
11/28/2025 2:07:03.094000000 PM,1.0419921875
11/28/2025 2:07:03.146000000 PM,0.865234375
11/28/2025 2:07:03.200000000 PM,0.849609375
11/28/2025 2:07:03.244000000 PM,1.4345703125
11/28/2025 2:07:03.283000000 PM,1.087890625
11/28/2025 2:07:03.325000000 PM,0.71484375
11/28/2025 2:07:03.364000000 PM,0.52734375
11/28/2025 2:07:03.406000000 PM,0.6005859375
11/28/2025 2:07:03.445000000 PM,1
11/28/2025 2:07:03.488000000 PM,0.8447265625
11/28/2025 2:07:03.530000000 PM,0.9775390625
11/28/2025 2:07:03.570000000 PM,1.1875
11/28/2025 2:07:03.613000000 PM,0.7724609375
11/28/2025 2:07:03.653000000 PM,1.03125
11/28/2025 2:07:03.695000000 PM,1.1513671875
11/28/2025 2:07:03.737000000 PM,0.8095703125
11/28/2025 2:07:03.775000000 PM,1.03515625
11/28/2025 2:07:03.817000000 PM,0.9375
11/28/2025 2:07:03.856000000 PM,0.720703125
11/28/2025 2:07:03.898000000 PM,1.01953125
11/28/2025 2:07:03.940000000 PM,0.7451171875
11/28/2025 2:07:03.979000000 PM,0.955078125
11/28/2025 2:07:04.021000000 PM,1.28125
11/28/2025 2:07:04.060000000 PM,1.0517578125
11/28/2025 2:07:04.101000000 PM,1.0966796875
11/28/2025 2:07:04.142000000 PM,1.294921875
11/28/2025 2:07:04.181000000 PM,1.3232421875
11/28/2025 2:07:04.223000000 PM,1.072265625
11/28/2025 2:07:04.261000000 PM,1.0185546875
11/28/2025 2:07:04.303000000 PM,1.208984375
11/28/2025 2:07:04.344000000 PM,0.5615234375
11/28/2025 2:07:04.383000000 PM,1.3388671875
11/28/2025 2:07:04.424000000 PM,1.2333984375
11/28/2025 2:07:04.463000000 PM,1.169921875
11/28/2025 2:07:04.505000000 PM,0.826171875
11/28/2025 2:07:04.548000000 PM,1.1845703125
11/28/2025 2:07:04.592000000 PM,0.857421875
11/28/2025 2:07:04.649000000 PM,0.9658203125
11/28/2025 2:07:04.695000000 PM,1.3583984375
11/28/2025 2:07:04.736000000 PM,1.1298828125
11/28/2025 2:07:04.779000000 PM,0.9443359375
11/28/2025 2:07:04.818000000 PM,1.37109375
11/28/2025 2:07:04.864000000 PM,1.3037109375
11/28/2025 2:07:04.904000000 PM,1.1455078125
11/28/2025 2:07:04.947000000 PM,0.7373046875
11/28/2025 2:07:04.989000000 PM,0.9228515625
11/28/2025 2:07:05.028000000 PM,0.984375
11/28/2025 2:07:05.070000000 PM,0.873046875
11/28/2025 2:07:05.109000000 PM,1.1875
11/28/2025 2:07:05.151000000 PM,0.6650390625
11/28/2025 2:07:05.194000000 PM,0.8828125
11/28/2025 2:07:05.233000000 PM,0.7587890625
11/28/2025 2:07:05.275000000 PM,0.970703125
11/28/2025 2:07:05.315000000 PM,0.931640625
11/28/2025 2:07:05.358000000 PM,0.7177734375
11/28/2025 2:07:05.398000000 PM,1.203125
11/28/2025 2:07:05.440000000 PM,0.87890625
11/28/2025 2:07:05.483000000 PM,1.2978515625
11/28/2025 2:07:05.523000000 PM,1.080078125
11/28/2025 2:07:05.566000000 PM,1.32421875
11/28/2025 2:07:05.605000000 PM,1.25
11/28/2025 2:07:05.647000000 PM,1.0302734375
11/28/2025 2:07:05.689000000 PM,1.2099609375
11/28/2025 2:07:05.728000000 PM,0.951171875
11/28/2025 2:07:05.770000000 PM,0.9755859375
11/28/2025 2:07:05.808000000 PM,1.041015625
11/28/2025 2:07:05.850000000 PM,1.01953125
11/28/2025 2:07:05.892000000 PM,0.9970703125
11/28/2025 2:07:05.930000000 PM,1.4990234375
11/28/2025 2:07:05.972000000 PM,0.7998046875
11/28/2025 2:07:06.011000000 PM,0.4423828125
11/28/2025 2:07:06.052000000 PM,1.5576171875
11/28/2025 2:07:06.094000000 PM,0.7685546875
11/28/2025 2:07:06.132000000 PM,0.8388671875
11/28/2025 2:07:06.174000000 PM,1.2353515625
11/28/2025 2:07:06.213000000 PM,1.2119140625
11/28/2025 2:07:06.255000000 PM,0.9052734375
11/28/2025 2:07:06.296000000 PM,1.0048828125
11/28/2025 2:07:06.335000000 PM,1.328125
11/28/2025 2:07:06.376000000 PM,0.953125
11/28/2025 2:07:06.415000000 PM,0.8798828125
11/28/2025 2:07:06.457000000 PM,1.13671875
11/28/2025 2:07:06.499000000 PM,1.08203125
11/28/2025 2:07:06.542000000 PM,1.0361328125
11/28/2025 2:07:06.584000000 PM,0.767578125
11/28/2025 2:07:06.623000000 PM,0.8056640625
11/28/2025 2:07:06.664000000 PM,0.642578125
11/28/2025 2:07:06.706000000 PM,0.8876953125
11/28/2025 2:07:06.745000000 PM,1.203125
11/28/2025 2:07:06.787000000 PM,1.013671875
11/28/2025 2:07:06.827000000 PM,1.029296875
11/28/2025 2:07:06.869000000 PM,0.833984375
11/28/2025 2:07:06.911000000 PM,0.8798828125
11/28/2025 2:07:06.950000000 PM,1.294921875
11/28/2025 2:07:06.993000000 PM,1.142578125
11/28/2025 2:07:07.032000000 PM,0.96484375
11/28/2025 2:07:07.078000000 PM,0.5126953125
11/28/2025 2:07:07.117000000 PM,1.181640625
11/28/2025 2:07:07.160000000 PM,0.77734375
11/28/2025 2:07:07.202000000 PM,1.1787109375
11/28/2025 2:07:07.241000000 PM,1.177734375
11/28/2025 2:07:07.283000000 PM,1.01953125
11/28/2025 2:07:07.322000000 PM,1.1923828125
11/28/2025 2:07:07.364000000 PM,1.1396484375
11/28/2025 2:07:07.406000000 PM,1.0517578125
11/28/2025 2:07:07.445000000 PM,1.330078125
11/28/2025 2:07:07.487000000 PM,0.8876953125
11/28/2025 2:07:07.527000000 PM,0.6103515625
11/28/2025 2:07:07.569000000 PM,0.9716796875
11/28/2025 2:07:07.611000000 PM,1.3857421875
