date,gz_vibration_g.mean_value
11/14/2025 4:22:00.012000000 PM,0.68359375
11/14/2025 4:22:00.051000000 PM,1.2265625
11/14/2025 4:22:00.086000000 PM,0.78515625
11/14/2025 4:22:00.125000000 PM,1.0146484375
11/14/2025 4:22:00.160000000 PM,0.19140625
11/14/2025 4:22:00.198000000 PM,1.2578125
11/14/2025 4:22:00.237000000 PM,0.7099609375
11/14/2025 4:22:00.273000000 PM,1.1669921875
11/14/2025 4:22:00.312000000 PM,1.25
11/14/2025 4:22:00.347000000 PM,0.796875
11/14/2025 4:22:00.386000000 PM,1.205078125
11/14/2025 4:22:00.424000000 PM,1.14453125
11/14/2025 4:22:00.460000000 PM,1.369140625
11/14/2025 4:22:00.498000000 PM,0.96875
11/14/2025 4:22:00.534000000 PM,1.123046875
11/14/2025 4:22:00.573000000 PM,0.6494140625
11/14/2025 4:22:00.608000000 PM,1.189453125
11/14/2025 4:22:00.647000000 PM,0.640625
11/14/2025 4:22:00.686000000 PM,1.0048828125
11/14/2025 4:22:00.721000000 PM,0.755859375
11/14/2025 4:22:00.759000000 PM,0.96484375
11/14/2025 4:22:00.795000000 PM,0.7783203125
11/14/2025 4:22:00.834000000 PM,1.1962890625
11/14/2025 4:22:00.872000000 PM,0.7890625
11/14/2025 4:22:00.908000000 PM,0.9130859375
11/14/2025 4:22:00.947000000 PM,0.994140625
11/14/2025 4:22:00.985000000 PM,1.224609375
11/14/2025 4:22:01.021000000 PM,0.9287109375
11/14/2025 4:22:01.059000000 PM,0.734375
11/14/2025 4:22:01.095000000 PM,1.3330078125
11/14/2025 4:22:01.134000000 PM,0.2197265625
11/14/2025 4:22:01.169000000 PM,1.2255859375
11/14/2025 4:22:01.207000000 PM,0.8486328125
11/14/2025 4:22:01.246000000 PM,0.7705078125
11/14/2025 4:22:01.281000000 PM,0.875
11/14/2025 4:22:01.319000000 PM,0.8798828125
11/14/2025 4:22:01.355000000 PM,0.546875
11/14/2025 4:22:01.393000000 PM,1.0869140625
11/14/2025 4:22:01.431000000 PM,1.2158203125
11/14/2025 4:22:01.467000000 PM,1.1845703125
11/14/2025 4:22:01.504000000 PM,0.869140625
11/14/2025 4:22:01.541000000 PM,1.091796875
11/14/2025 4:22:01.584000000 PM,0.66796875
11/14/2025 4:22:01.623000000 PM,0.853515625
11/14/2025 4:22:01.659000000 PM,0.55859375
11/14/2025 4:22:01.697000000 PM,1.3134765625
11/14/2025 4:22:01.733000000 PM,0.64453125
11/14/2025 4:22:01.772000000 PM,1.1279296875
11/14/2025 4:22:01.811000000 PM,0.7197265625
11/14/2025 4:22:01.848000000 PM,0.8876953125
11/14/2025 4:22:01.886000000 PM,0.8115234375
11/14/2025 4:22:01.922000000 PM,0.7158203125
11/14/2025 4:22:01.960000000 PM,1.099609375
11/14/2025 4:22:01.999000000 PM,0.765625
11/14/2025 4:22:02.035000000 PM,1.244140625
11/14/2025 4:22:02.074000000 PM,1.10546875
11/14/2025 4:22:02.110000000 PM,1.1669921875
11/14/2025 4:22:02.149000000 PM,1.203125
11/14/2025 4:22:02.187000000 PM,0.873046875
11/14/2025 4:22:02.223000000 PM,1.1728515625
11/14/2025 4:22:02.262000000 PM,1.3046875
11/14/2025 4:22:02.297000000 PM,1.3017578125
11/14/2025 4:22:02.336000000 PM,1.126953125
11/14/2025 4:22:02.372000000 PM,0.576171875
11/14/2025 4:22:02.411000000 PM,1.1796875
11/14/2025 4:22:02.449000000 PM,0.48046875
11/14/2025 4:22:02.485000000 PM,1.42578125
11/14/2025 4:22:02.524000000 PM,0.607421875
11/14/2025 4:22:02.560000000 PM,1.0625
11/14/2025 4:22:02.598000000 PM,1
11/14/2025 4:22:02.637000000 PM,1.4404296875
11/14/2025 4:22:02.683000000 PM,0.5634765625
11/14/2025 4:22:02.724000000 PM,1.1220703125
11/14/2025 4:22:02.775000000 PM,1.2646484375
11/14/2025 4:22:02.829000000 PM,1.3115234375
11/14/2025 4:22:02.881000000 PM,0.3369140625
11/14/2025 4:22:02.927000000 PM,0.90625
11/14/2025 4:22:02.965000000 PM,1.2509765625
11/14/2025 4:22:03.001000000 PM,0.814453125
11/14/2025 4:22:03.040000000 PM,1.150390625
11/14/2025 4:22:03.080000000 PM,0.8408203125
11/14/2025 4:22:03.116000000 PM,1.1513671875
11/14/2025 4:22:03.154000000 PM,1.3720703125
11/14/2025 4:22:03.190000000 PM,0.962890625
11/14/2025 4:22:03.229000000 PM,1.1572265625
11/14/2025 4:22:03.268000000 PM,0.8251953125
11/14/2025 4:22:03.304000000 PM,1.033203125
11/14/2025 4:22:03.343000000 PM,1.29296875
11/14/2025 4:22:03.379000000 PM,0.9716796875
11/14/2025 4:22:03.422000000 PM,1.1865234375
11/14/2025 4:22:03.461000000 PM,1.2353515625
11/14/2025 4:22:03.497000000 PM,1.2890625
11/14/2025 4:22:03.535000000 PM,0.8056640625
11/14/2025 4:22:03.571000000 PM,1.185546875
11/14/2025 4:22:03.610000000 PM,0.66015625
11/14/2025 4:22:03.645000000 PM,0.728515625
11/14/2025 4:22:03.689000000 PM,0.626953125
11/14/2025 4:22:03.727000000 PM,1.17578125
11/14/2025 4:22:03.763000000 PM,1.2333984375
11/14/2025 4:22:03.802000000 PM,1.3984375
11/14/2025 4:22:03.839000000 PM,0.7333984375
11/14/2025 4:22:03.877000000 PM,1.0439453125
11/14/2025 4:22:03.917000000 PM,0.48046875
11/14/2025 4:22:03.952000000 PM,0.5927734375
11/14/2025 4:22:03.992000000 PM,0.83984375
11/14/2025 4:22:04.028000000 PM,0.806640625
11/14/2025 4:22:04.067000000 PM,0.8291015625
11/14/2025 4:22:04.106000000 PM,1.03125
11/14/2025 4:22:04.142000000 PM,0.7900390625
11/14/2025 4:22:04.181000000 PM,1.072265625
11/14/2025 4:22:04.217000000 PM,0.8095703125
11/14/2025 4:22:04.255000000 PM,1.02734375
11/14/2025 4:22:04.295000000 PM,0.3017578125
11/14/2025 4:22:04.332000000 PM,0.6728515625
11/14/2025 4:22:04.371000000 PM,0.72265625
11/14/2025 4:22:04.410000000 PM,1.287109375
11/14/2025 4:22:04.446000000 PM,0.7197265625
11/14/2025 4:22:04.485000000 PM,0.837890625
11/14/2025 4:22:04.520000000 PM,0.83203125
11/14/2025 4:22:04.559000000 PM,0.5966796875
11/14/2025 4:22:04.599000000 PM,1.3408203125
11/14/2025 4:22:04.635000000 PM,0.8388671875
11/14/2025 4:22:04.673000000 PM,0.8603515625
11/14/2025 4:22:04.709000000 PM,0.849609375
11/14/2025 4:22:04.748000000 PM,0.8046875
11/14/2025 4:22:04.784000000 PM,1.162109375
11/14/2025 4:22:04.823000000 PM,0.6708984375
11/14/2025 4:22:04.862000000 PM,1.21484375
11/14/2025 4:22:04.899000000 PM,0.5478515625
11/14/2025 4:22:04.937000000 PM,0.8662109375
11/14/2025 4:22:04.974000000 PM,1.3408203125
11/14/2025 4:22:05.012000000 PM,0.75390625
11/14/2025 4:22:05.051000000 PM,1.3603515625
11/14/2025 4:22:05.087000000 PM,0.9326171875
11/14/2025 4:22:05.126000000 PM,0.8037109375
11/14/2025 4:22:05.162000000 PM,1.3720703125
11/14/2025 4:22:05.201000000 PM,1.0087890625
11/14/2025 4:22:05.240000000 PM,1.3427734375
11/14/2025 4:22:05.276000000 PM,1.2001953125
11/14/2025 4:22:05.315000000 PM,0.7197265625
11/14/2025 4:22:05.350000000 PM,0.9990234375
11/14/2025 4:22:05.389000000 PM,0.6572265625
11/14/2025 4:22:05.428000000 PM,1.21484375
11/14/2025 4:22:05.463000000 PM,0.3427734375
11/14/2025 4:22:05.502000000 PM,1.1630859375
11/14/2025 4:22:05.538000000 PM,0.701171875
11/14/2025 4:22:05.577000000 PM,0.7158203125
11/14/2025 4:22:05.616000000 PM,0.611328125
11/14/2025 4:22:05.652000000 PM,0.861328125
11/14/2025 4:22:05.695000000 PM,1.1494140625
11/14/2025 4:22:05.730000000 PM,0.8369140625
11/14/2025 4:22:05.769000000 PM,1.15625
11/14/2025 4:22:05.808000000 PM,0.814453125
11/14/2025 4:22:05.845000000 PM,0.9150390625
11/14/2025 4:22:05.884000000 PM,1.3671875
11/14/2025 4:22:05.925000000 PM,0.837890625
11/14/2025 4:22:05.964000000 PM,0.6015625
11/14/2025 4:22:06.006000000 PM,1.3955078125
11/14/2025 4:22:06.046000000 PM,1.1396484375
11/14/2025 4:22:06.085000000 PM,1.34765625
11/14/2025 4:22:06.124000000 PM,0.970703125
11/14/2025 4:22:06.160000000 PM,1.1142578125
11/14/2025 4:22:06.199000000 PM,1.1669921875
11/14/2025 4:22:06.235000000 PM,1.037109375
11/14/2025 4:22:06.274000000 PM,1.068359375
11/14/2025 4:22:06.310000000 PM,1.1640625
11/14/2025 4:22:06.349000000 PM,1.4814453125
11/14/2025 4:22:06.388000000 PM,0.81640625
11/14/2025 4:22:06.424000000 PM,1.1337890625
11/14/2025 4:22:06.462000000 PM,1.080078125
11/14/2025 4:22:06.499000000 PM,0.9833984375
11/14/2025 4:22:06.539000000 PM,0.7197265625
11/14/2025 4:22:06.577000000 PM,0.697265625
11/14/2025 4:22:06.613000000 PM,1.0537109375
11/14/2025 4:22:06.652000000 PM,1.369140625
11/14/2025 4:22:06.689000000 PM,1.119140625
