date,hall_switch.value
11/14/2025 4:22:00.032000000 PM,0
11/14/2025 4:22:00.071000000 PM,0
11/14/2025 4:22:00.109000000 PM,0
11/14/2025 4:22:00.144000000 PM,0
11/14/2025 4:22:00.182000000 PM,0
11/14/2025 4:22:00.218000000 PM,0
11/14/2025 4:22:00.257000000 PM,0
11/14/2025 4:22:00.293000000 PM,1
11/14/2025 4:22:00.332000000 PM,0
11/14/2025 4:22:00.370000000 PM,0
11/14/2025 4:22:00.405000000 PM,0
11/14/2025 4:22:00.444000000 PM,0
11/14/2025 4:22:00.480000000 PM,0
11/14/2025 4:22:00.518000000 PM,0
11/14/2025 4:22:00.556000000 PM,0
11/14/2025 4:22:00.592000000 PM,0
11/14/2025 4:22:00.632000000 PM,0
11/14/2025 4:22:00.667000000 PM,0
11/14/2025 4:22:00.705000000 PM,0
11/14/2025 4:22:00.744000000 PM,0
11/14/2025 4:22:00.779000000 PM,1
11/14/2025 4:22:00.818000000 PM,0
11/14/2025 4:22:00.853000000 PM,0
11/14/2025 4:22:00.892000000 PM,0
11/14/2025 4:22:00.931000000 PM,0
11/14/2025 4:22:00.967000000 PM,0
11/14/2025 4:22:01.005000000 PM,0
11/14/2025 4:22:01.041000000 PM,0
11/14/2025 4:22:01.079000000 PM,0
11/14/2025 4:22:01.118000000 PM,0
11/14/2025 4:22:01.153000000 PM,0
11/14/2025 4:22:01.192000000 PM,0
11/14/2025 4:22:01.227000000 PM,0
11/14/2025 4:22:01.265000000 PM,0
11/14/2025 4:22:01.304000000 PM,0
11/14/2025 4:22:01.339000000 PM,0
11/14/2025 4:22:01.377000000 PM,0
11/14/2025 4:22:01.413000000 PM,0
11/14/2025 4:22:01.451000000 PM,0
11/14/2025 4:22:01.489000000 PM,0
11/14/2025 4:22:01.525000000 PM,0
11/14/2025 4:22:01.568000000 PM,0
11/14/2025 4:22:01.604000000 PM,0
11/14/2025 4:22:01.643000000 PM,0
11/14/2025 4:22:01.682000000 PM,0
11/14/2025 4:22:01.717000000 PM,0
11/14/2025 4:22:01.755000000 PM,0
11/14/2025 4:22:01.792000000 PM,0
11/14/2025 4:22:01.831000000 PM,0
11/14/2025 4:22:01.870000000 PM,0
11/14/2025 4:22:01.906000000 PM,0
11/14/2025 4:22:01.945000000 PM,0
11/14/2025 4:22:01.981000000 PM,0
11/14/2025 4:22:02.019000000 PM,0
11/14/2025 4:22:02.055000000 PM,0
11/14/2025 4:22:02.094000000 PM,0
11/14/2025 4:22:02.133000000 PM,0
11/14/2025 4:22:02.169000000 PM,0
11/14/2025 4:22:02.207000000 PM,0
11/14/2025 4:22:02.243000000 PM,0
11/14/2025 4:22:02.281000000 PM,0
11/14/2025 4:22:02.320000000 PM,0
11/14/2025 4:22:02.356000000 PM,0
11/14/2025 4:22:02.394000000 PM,0
11/14/2025 4:22:02.431000000 PM,0
11/14/2025 4:22:02.469000000 PM,0
11/14/2025 4:22:02.508000000 PM,0
11/14/2025 4:22:02.544000000 PM,0
11/14/2025 4:22:02.582000000 PM,0
11/14/2025 4:22:02.618000000 PM,0
11/14/2025 4:22:02.657000000 PM,0
11/14/2025 4:22:02.706000000 PM,0
11/14/2025 4:22:02.752000000 PM,0
11/14/2025 4:22:02.806000000 PM,0
11/14/2025 4:22:02.856000000 PM,0
11/14/2025 4:22:02.908000000 PM,0
11/14/2025 4:22:02.949000000 PM,1
11/14/2025 4:22:02.985000000 PM,0
11/14/2025 4:22:03.024000000 PM,0
11/14/2025 4:22:03.060000000 PM,0
11/14/2025 4:22:03.100000000 PM,0
11/14/2025 4:22:03.138000000 PM,0
11/14/2025 4:22:03.174000000 PM,0
11/14/2025 4:22:03.213000000 PM,0
11/14/2025 4:22:03.249000000 PM,0
11/14/2025 4:22:03.288000000 PM,0
11/14/2025 4:22:03.324000000 PM,0
11/14/2025 4:22:03.362000000 PM,0
11/14/2025 4:22:03.406000000 PM,0
11/14/2025 4:22:03.442000000 PM,0
11/14/2025 4:22:03.481000000 PM,0
11/14/2025 4:22:03.516000000 PM,0
11/14/2025 4:22:03.555000000 PM,0
11/14/2025 4:22:03.594000000 PM,0
11/14/2025 4:22:03.629000000 PM,0
11/14/2025 4:22:03.672000000 PM,0
11/14/2025 4:22:03.708000000 PM,0
11/14/2025 4:22:03.747000000 PM,0
11/14/2025 4:22:03.786000000 PM,0
11/14/2025 4:22:03.822000000 PM,0
11/14/2025 4:22:03.861000000 PM,0
11/14/2025 4:22:03.897000000 PM,0
11/14/2025 4:22:03.937000000 PM,0
11/14/2025 4:22:03.976000000 PM,0
11/14/2025 4:22:04.012000000 PM,0
11/14/2025 4:22:04.051000000 PM,0
11/14/2025 4:22:04.087000000 PM,0
11/14/2025 4:22:04.126000000 PM,0
11/14/2025 4:22:04.165000000 PM,0
11/14/2025 4:22:04.201000000 PM,0
11/14/2025 4:22:04.239000000 PM,0
11/14/2025 4:22:04.276000000 PM,0
11/14/2025 4:22:04.316000000 PM,0
11/14/2025 4:22:04.355000000 PM,0
11/14/2025 4:22:04.391000000 PM,0
11/14/2025 4:22:04.430000000 PM,0
11/14/2025 4:22:04.466000000 PM,0
11/14/2025 4:22:04.504000000 PM,1
11/14/2025 4:22:04.543000000 PM,0
11/14/2025 4:22:04.580000000 PM,0
11/14/2025 4:22:04.619000000 PM,0
11/14/2025 4:22:04.654000000 PM,0
11/14/2025 4:22:04.693000000 PM,0
11/14/2025 4:22:04.732000000 PM,0
11/14/2025 4:22:04.768000000 PM,0
11/14/2025 4:22:04.807000000 PM,0
11/14/2025 4:22:04.843000000 PM,0
11/14/2025 4:22:04.883000000 PM,0
11/14/2025 4:22:04.921000000 PM,0
11/14/2025 4:22:04.958000000 PM,0
11/14/2025 4:22:04.997000000 PM,0
11/14/2025 4:22:05.032000000 PM,0
11/14/2025 4:22:05.071000000 PM,0
11/14/2025 4:22:05.110000000 PM,0
11/14/2025 4:22:05.146000000 PM,0
11/14/2025 4:22:05.186000000 PM,0
