date,ax_vibration_ms2.value
11/14/2025 4:22:00.016000000 PM,-6.100425830078125
11/14/2025 4:22:00.056000000 PM,-0.9002198242187499
11/14/2025 4:22:00.091000000 PM,-2.85388837890625
11/14/2025 4:22:00.130000000 PM,-1.7429788085937499
11/14/2025 4:22:00.165000000 PM,1.2641384765625
11/14/2025 4:22:00.203000000 PM,-0.507570751953125
11/14/2025 4:22:00.242000000 PM,-2.422932080078125
11/14/2025 4:22:00.278000000 PM,-3.1411925781249996
11/14/2025 4:22:00.316000000 PM,-3.323151904296875
11/14/2025 4:22:00.352000000 PM,-6.809109521484374
11/14/2025 4:22:00.391000000 PM,1.2928688964843749
11/14/2025 4:22:00.429000000 PM,-2.0973206542968748
11/14/2025 4:22:00.465000000 PM,0.5363011718749999
11/14/2025 4:22:00.503000000 PM,-4.376600634765625
11/14/2025 4:22:00.539000000 PM,2.0302830078125
11/14/2025 4:22:00.577000000 PM,-0.679953271484375
11/14/2025 4:22:00.616000000 PM,-1.43652099609375
11/14/2025 4:22:00.652000000 PM,-3.1794998046874996
11/14/2025 4:22:00.691000000 PM,-6.68461103515625
11/14/2025 4:22:00.726000000 PM,-3.5913024902343746
11/14/2025 4:22:00.764000000 PM,-1.8770541015625
11/14/2025 4:22:00.803000000 PM,-1.0726023437499999
11/14/2025 4:22:00.839000000 PM,-6.320692382812499
11/14/2025 4:22:00.877000000 PM,5.91846650390625
11/14/2025 4:22:00.913000000 PM,-3.0933085449218747
11/14/2025 4:22:00.952000000 PM,-0.7661445312499999
11/14/2025 4:22:00.990000000 PM,-9.471461767578125
11/14/2025 4:22:01.026000000 PM,-4.050989208984375
11/14/2025 4:22:01.065000000 PM,-1.407790576171875
11/14/2025 4:22:01.100000000 PM,2.346317626953125
11/14/2025 4:22:01.139000000 PM,2.1068974609374997
11/14/2025 4:22:01.177000000 PM,-0.32561142578124996
11/14/2025 4:22:01.212000000 PM,-2.327164013671875
11/14/2025 4:22:01.251000000 PM,-4.740519287109374
11/14/2025 4:22:01.286000000 PM,-0.8044517578125
11/14/2025 4:22:01.324000000 PM,-3.3710359375
11/14/2025 4:22:01.362000000 PM,2.3367408203125
11/14/2025 4:22:01.398000000 PM,1.9728221679687499
11/14/2025 4:22:01.436000000 PM,-3.6391865234374996
11/14/2025 4:22:01.471000000 PM,-3.3327287109375
11/14/2025 4:22:01.509000000 PM,1.455674609375
11/14/2025 4:22:01.553000000 PM,0.63206923828125
11/14/2025 4:22:01.589000000 PM,-4.53940634765625
11/14/2025 4:22:01.628000000 PM,-6.186617089843749
11/14/2025 4:22:01.664000000 PM,-9.586383447265625
11/14/2025 4:22:01.702000000 PM,-0.17238251953125
11/14/2025 4:22:01.738000000 PM,-1.637633935546875
11/14/2025 4:22:01.777000000 PM,-2.365471240234375
11/14/2025 4:22:01.817000000 PM,-2.6719290527343746
11/14/2025 4:22:01.852000000 PM,-4.2329485351562495
