date,az_vibration_ms2.value
11/28/2025 3:00:00.017000000 PM,-1.005564697265625
11/28/2025 3:00:00.056000000 PM,-1.369483349609375
11/28/2025 3:00:00.097000000 PM,-0.47884033203125
11/28/2025 3:00:00.136000000 PM,-0.622492431640625
11/28/2025 3:00:00.177000000 PM,-1.35990654296875
11/28/2025 3:00:00.218000000 PM,0.047884033203124995
11/28/2025 3:00:00.256000000 PM,-0.39264907226562495
11/28/2025 3:00:00.299000000 PM,-0.9959878906249999
11/28/2025 3:00:00.338000000 PM,-0.5458779785156249
11/28/2025 3:00:00.379000000 PM,-0.6703764648437499
11/28/2025 3:00:00.421000000 PM,-2.73896669921875
11/28/2025 3:00:00.460000000 PM,-1.350329736328125
11/28/2025 3:00:00.502000000 PM,-0.8714894042968749
11/28/2025 3:00:00.541000000 PM,-0.9576806640625
11/28/2025 3:00:00.582000000 PM,-2.882618798828125
11/28/2025 3:00:00.625000000 PM,-1.9632453613281249
11/28/2025 3:00:00.664000000 PM,0.8714894042968749
11/28/2025 3:00:00.705000000 PM,-1.675941162109375
11/28/2025 3:00:00.745000000 PM,-0.51714755859375
11/28/2025 3:00:00.787000000 PM,-2.6431986328124997
11/28/2025 3:00:00.826000000 PM,-0.49799394531249996
11/28/2025 3:00:00.868000000 PM,-0.9002198242187499
11/28/2025 3:00:00.910000000 PM,-2.422932080078125
11/28/2025 3:00:00.949000000 PM,-0.44053310546874996
11/28/2025 3:00:00.991000000 PM,-1.2737152832031249
11/28/2025 3:00:01.030000000 PM,-1.2641384765625
11/28/2025 3:00:01.071000000 PM,-1.5801730957031248
11/28/2025 3:00:01.113000000 PM,-1.369483349609375
11/28/2025 3:00:01.152000000 PM,-1.70467158203125
11/28/2025 3:00:01.194000000 PM,-1.22583125
11/28/2025 3:00:01.235000000 PM,-3.1603461914062496
11/28/2025 3:00:01.276000000 PM,-0.97683427734375
11/28/2025 3:00:01.319000000 PM,-0.38307226562499996
11/28/2025 3:00:01.360000000 PM,-2.365471240234375
11/28/2025 3:00:01.407000000 PM,-2.1164742675781247
11/28/2025 3:00:01.446000000 PM,-0.93852705078125
11/28/2025 3:00:01.488000000 PM,-1.39821376953125
11/28/2025 3:00:01.530000000 PM,-0.316034619140625
11/28/2025 3:00:01.569000000 PM,-2.5474305664062498
11/28/2025 3:00:01.611000000 PM,-1.3311761230468748
11/28/2025 3:00:01.651000000 PM,-0.296881005859375
11/28/2025 3:00:01.693000000 PM,-0.833182177734375
11/28/2025 3:00:01.736000000 PM,-1.7525556152343749
11/28/2025 3:00:01.778000000 PM,-0.411802685546875
11/28/2025 3:00:01.835000000 PM,0.16280571289062498
11/28/2025 3:00:01.884000000 PM,0.26815058593749996
11/28/2025 3:00:01.928000000 PM,-1.1875240234375
11/28/2025 3:00:01.974000000 PM,0.411802685546875
11/28/2025 3:00:02.012000000 PM,1.675941162109375
11/28/2025 3:00:02.054000000 PM,-0.7278373046875
11/28/2025 3:00:02.093000000 PM,-0.430956298828125
11/28/2025 3:00:02.135000000 PM,-0.82360537109375
11/28/2025 3:00:02.174000000 PM,0.12449848632812499
11/28/2025 3:00:02.216000000 PM,-0.6512228515624999
11/28/2025 3:00:02.258000000 PM,-3.0071172851562498
11/28/2025 3:00:02.298000000 PM,-0.82360537109375
11/28/2025 3:00:02.340000000 PM,-1.3024457031249999
11/28/2025 3:00:02.379000000 PM,-0.70868369140625
11/28/2025 3:00:02.421000000 PM,-4.11802685546875
11/28/2025 3:00:02.463000000 PM,-0.7948749511718749
11/28/2025 3:00:02.503000000 PM,-1.5322890624999999
11/28/2025 3:00:02.544000000 PM,1.37906015625
11/28/2025 3:00:02.585000000 PM,1.177947216796875
11/28/2025 3:00:02.626000000 PM,-0.411802685546875
11/28/2025 3:00:02.668000000 PM,0.258573779296875
11/28/2025 3:00:02.707000000 PM,-0.584185205078125
11/28/2025 3:00:02.749000000 PM,-0.9576806640625
11/28/2025 3:00:02.789000000 PM,-0.7661445312499999
11/28/2025 3:00:02.830000000 PM,0.9576806640625
11/28/2025 3:00:02.872000000 PM,-0.40222587890625
11/28/2025 3:00:02.912000000 PM,-0.9864110839843749
11/28/2025 3:00:02.954000000 PM,-2.221819140625
11/28/2025 3:00:02.993000000 PM,-0.59376201171875
11/28/2025 3:00:03.035000000 PM,-0.74699091796875
11/28/2025 3:00:03.076000000 PM,0.5363011718749999
11/28/2025 3:00:03.115000000 PM,-3.0166940917968748
11/28/2025 3:00:03.158000000 PM,-1.8004396484374998
11/28/2025 3:00:03.196000000 PM,-0.928950244140625
11/28/2025 3:00:03.239000000 PM,-1.2928688964843749
11/28/2025 3:00:03.281000000 PM,-2.81558115234375
11/28/2025 3:00:03.319000000 PM,-0.3064578125
11/28/2025 3:00:03.361000000 PM,-1.7621324218749999
11/28/2025 3:00:03.400000000 PM,-1.350329736328125
11/28/2025 3:00:03.442000000 PM,-0.9576806640625
11/28/2025 3:00:03.484000000 PM,-1.16837041015625
11/28/2025 3:00:03.522000000 PM,-1.446097802734375
11/28/2025 3:00:03.563000000 PM,-1.43652099609375
11/28/2025 3:00:03.602000000 PM,-1.426944189453125
11/28/2025 3:00:03.643000000 PM,-2.978386865234375
11/28/2025 3:00:03.684000000 PM,-0.6607996582031249
11/28/2025 3:00:03.723000000 PM,0.296881005859375
11/28/2025 3:00:03.765000000 PM,-4.42448466796875
11/28/2025 3:00:03.803000000 PM,-1.886630908203125
11/28/2025 3:00:03.844000000 PM,-1.35990654296875
11/28/2025 3:00:03.887000000 PM,-0.842758984375
11/28/2025 3:00:03.925000000 PM,-0.32561142578124996
11/28/2025 3:00:03.966000000 PM,0.143652099609375
11/28/2025 3:00:04.005000000 PM,-0.181959326171875
11/28/2025 3:00:04.046000000 PM,-5.8610056640625
11/28/2025 3:00:04.085000000 PM,-2.04943662109375
11/28/2025 3:00:04.127000000 PM,-0.8810662109374999
11/28/2025 3:00:04.173000000 PM,0.603338818359375
11/28/2025 3:00:04.212000000 PM,-0.6512228515624999
11/28/2025 3:00:04.254000000 PM,-1.455674609375
11/28/2025 3:00:04.293000000 PM,0.584185205078125
11/28/2025 3:00:04.335000000 PM,-0.948103857421875
11/28/2025 3:00:04.376000000 PM,-2.7964275390625
11/28/2025 3:00:04.415000000 PM,-0.7948749511718749
11/28/2025 3:00:04.457000000 PM,-2.442085693359375
11/28/2025 3:00:04.497000000 PM,-1.5801730957031248
11/28/2025 3:00:04.540000000 PM,-0.852335791015625
11/28/2025 3:00:04.582000000 PM,-1.905784521484375
11/28/2025 3:00:04.621000000 PM,0.028730419921875
11/28/2025 3:00:04.663000000 PM,-1.0821791503906248
11/28/2025 3:00:04.702000000 PM,-1.3311761230468748
11/28/2025 3:00:04.744000000 PM,-0.852335791015625
11/28/2025 3:00:04.786000000 PM,-2.1452046874999997
11/28/2025 3:00:04.824000000 PM,-0.622492431640625
11/28/2025 3:00:04.866000000 PM,-1.43652099609375
11/28/2025 3:00:04.905000000 PM,-0.17238251953125
11/28/2025 3:00:04.947000000 PM,-0.7852981445312499
11/28/2025 3:00:04.989000000 PM,0.63206923828125
11/28/2025 3:00:05.028000000 PM,-2.5953145996093747
11/28/2025 3:00:05.069000000 PM,-0.59376201171875
11/28/2025 3:00:05.108000000 PM,0.0383072265625
11/28/2025 3:00:05.150000000 PM,-0.8044517578125
11/28/2025 3:00:05.192000000 PM,-0.948103857421875
11/28/2025 3:00:05.231000000 PM,-3.0741549316406247
11/28/2025 3:00:05.273000000 PM,0.38307226562499996
