date,ax_vibration_ms2.value
11/14/2025 4:39:53.110000000 PM,-6.9144543945312495
11/14/2025 4:39:53.147000000 PM,0.076614453125
11/14/2025 4:39:53.191000000 PM,-2.5761609863281247
11/14/2025 4:39:53.231000000 PM,-10.9941740234375
11/14/2025 4:39:53.267000000 PM,-2.24097275390625
11/14/2025 4:39:53.306000000 PM,-2.1452046874999997
11/14/2025 4:39:53.341000000 PM,-3.39018955078125
11/14/2025 4:39:53.380000000 PM,2.27927998046875
11/14/2025 4:39:53.419000000 PM,4.012681982421875
11/14/2025 4:39:53.456000000 PM,-2.6719290527343746
11/14/2025 4:39:53.495000000 PM,-8.772354882812499
11/14/2025 4:39:53.531000000 PM,0.354341845703125
11/14/2025 4:39:53.570000000 PM,-2.978386865234375
11/14/2025 4:39:53.609000000 PM,-0.469263525390625
11/14/2025 4:39:53.649000000 PM,-1.8291700683593748
11/14/2025 4:39:53.688000000 PM,-6.311115576171875
11/14/2025 4:39:53.732000000 PM,-7.4220251464843745
11/14/2025 4:39:53.776000000 PM,-2.6623522460937497
11/14/2025 4:39:53.812000000 PM,0.201112939453125
11/14/2025 4:39:53.851000000 PM,-1.9632453613281249
11/14/2025 4:39:53.890000000 PM,-3.1220389648437497
11/14/2025 4:39:53.926000000 PM,-8.21690009765625
11/14/2025 4:39:53.965000000 PM,-2.1643583007812497
11/14/2025 4:39:54.001000000 PM,-4.0988732421875
11/14/2025 4:39:54.040000000 PM,-2.5378537597656248
11/14/2025 4:39:54.078000000 PM,-1.68551796875
11/14/2025 4:39:54.114000000 PM,-4.6255976074218745
11/14/2025 4:39:54.153000000 PM,-8.542511523437499
11/14/2025 4:39:54.189000000 PM,-2.9496564453125
11/14/2025 4:39:54.228000000 PM,-0.93852705078125
11/14/2025 4:39:54.285000000 PM,-3.744531396484375
11/14/2025 4:39:54.343000000 PM,-3.0358477050781247
11/14/2025 4:39:54.381000000 PM,-0.6416460449218749
11/14/2025 4:39:54.420000000 PM,-4.386177441406249
11/14/2025 4:39:54.455000000 PM,1.5610194824218748
11/14/2025 4:39:54.494000000 PM,-3.2561142578125
11/14/2025 4:39:54.530000000 PM,-4.089296435546875
11/14/2025 4:39:54.569000000 PM,-0.296881005859375
11/14/2025 4:39:54.608000000 PM,4.453215087890625
11/14/2025 4:39:54.643000000 PM,-5.0182466796875
11/14/2025 4:39:54.682000000 PM,-10.63025537109375
11/14/2025 4:39:54.719000000 PM,4.99909306640625
11/14/2025 4:39:54.758000000 PM,0.5458779785156249
11/14/2025 4:39:54.797000000 PM,-2.5953145996093747
11/14/2025 4:39:54.835000000 PM,-0.258573779296875
11/14/2025 4:39:54.873000000 PM,1.13006318359375
11/14/2025 4:39:54.909000000 PM,-0.833182177734375
11/14/2025 4:39:54.947000000 PM,3.907337109375
11/14/2025 4:39:54.985000000 PM,-8.111555224609374
11/14/2025 4:39:55.020000000 PM,-2.4516625
11/14/2025 4:39:55.058000000 PM,0.411802685546875
11/14/2025 4:39:55.093000000 PM,-5.238513232421875
11/14/2025 4:39:55.132000000 PM,1.120486376953125
11/14/2025 4:39:55.170000000 PM,-0.93852705078125
11/14/2025 4:39:55.205000000 PM,1.3407529296874998
11/14/2025 4:39:55.247000000 PM,-2.384624853515625
11/14/2025 4:39:55.283000000 PM,-4.00310517578125
11/14/2025 4:39:55.321000000 PM,-0.411802685546875
11/14/2025 4:39:55.357000000 PM,-5.928043310546875
11/14/2025 4:39:55.395000000 PM,3.0933085449218747
11/14/2025 4:39:55.434000000 PM,0.6703764648437499
11/14/2025 4:39:55.469000000 PM,-7.4028715332031245
11/14/2025 4:39:55.508000000 PM,-4.529829541015625
11/14/2025 4:39:55.544000000 PM,-1.13006318359375
11/14/2025 4:39:55.582000000 PM,0.16280571289062498
11/14/2025 4:39:55.620000000 PM,2.1356278808593747
11/14/2025 4:39:55.655000000 PM,-0.7661445312499999
11/14/2025 4:39:55.693000000 PM,-2.6048914062499997
11/14/2025 4:39:55.729000000 PM,-7.019799267578125
11/14/2025 4:39:55.767000000 PM,-4.1563340820312495
11/14/2025 4:39:55.805000000 PM,0.36391865234375
11/14/2025 4:39:55.840000000 PM,-7.144297753906249
11/14/2025 4:39:55.878000000 PM,3.0166940917968748
11/14/2025 4:39:55.913000000 PM,1.3311761230468748
11/14/2025 4:39:55.951000000 PM,9.126696728515624
11/14/2025 4:39:55.990000000 PM,-1.68551796875
11/14/2025 4:39:56.026000000 PM,0.15322890625
11/14/2025 4:39:56.064000000 PM,-1.158793603515625
11/14/2025 4:39:56.100000000 PM,2.987963671875
11/14/2025 4:39:56.138000000 PM,-3.763685009765625
11/14/2025 4:39:56.176000000 PM,-5.6024318847656245
11/14/2025 4:39:56.212000000 PM,-5.97592734375
11/14/2025 4:39:56.250000000 PM,-1.9823989746093749
11/14/2025 4:39:56.287000000 PM,-0.296881005859375
11/14/2025 4:39:56.371000000 PM,-5.516240625
11/14/2025 4:39:56.409000000 PM,2.6240450195312497
11/14/2025 4:39:56.446000000 PM,-3.5625720703124997
11/14/2025 4:39:56.485000000 PM,-6.809109521484374
11/14/2025 4:39:56.522000000 PM,5.851428857421874
11/14/2025 4:39:56.561000000 PM,-0.32561142578124996
11/14/2025 4:39:56.597000000 PM,-5.181052392578125
11/14/2025 4:39:56.635000000 PM,-1.0534487304687499
11/14/2025 4:39:56.674000000 PM,1.6472107421875
11/14/2025 4:39:56.710000000 PM,-1.66636435546875
11/14/2025 4:39:56.748000000 PM,-3.447650390625
11/14/2025 4:39:56.784000000 PM,-2.422932080078125
11/14/2025 4:39:56.823000000 PM,-1.867477294921875
11/14/2025 4:39:56.861000000 PM,-5.985504150390625
11/14/2025 4:39:56.897000000 PM,-1.637633935546875
11/14/2025 4:39:56.936000000 PM,1.446097802734375
11/14/2025 4:39:56.972000000 PM,-3.189076611328125
11/14/2025 4:39:57.010000000 PM,-5.324704492187499
11/14/2025 4:39:57.049000000 PM,-0.928950244140625
11/14/2025 4:39:57.085000000 PM,-2.50912333984375
11/14/2025 4:39:57.124000000 PM,0.584185205078125
11/14/2025 4:39:57.160000000 PM,-3.7158009765625
11/14/2025 4:39:57.199000000 PM,1.22583125
11/14/2025 4:39:57.238000000 PM,-0.565031591796875
11/14/2025 4:39:57.274000000 PM,-9.605537060546874
11/14/2025 4:39:57.316000000 PM,-9.576806640625
11/14/2025 4:39:57.352000000 PM,1.3215993164062498
11/14/2025 4:39:57.391000000 PM,0.06703764648437499
11/14/2025 4:39:57.429000000 PM,1.216254443359375
11/14/2025 4:39:57.465000000 PM,-1.43652099609375
11/14/2025 4:39:57.504000000 PM,-1.695094775390625
11/14/2025 4:39:57.541000000 PM,-1.5322890624999999
11/14/2025 4:39:57.579000000 PM,-2.059013427734375
11/14/2025 4:39:57.629000000 PM,1.5705962890624998
11/14/2025 4:39:57.672000000 PM,0.8044517578125
11/14/2025 4:39:57.715000000 PM,-9.720458740234374
11/14/2025 4:39:57.751000000 PM,1.369483349609375
11/14/2025 4:39:57.790000000 PM,-0.842758984375
11/14/2025 4:39:57.825000000 PM,-4.5585599609375
11/14/2025 4:39:57.864000000 PM,2.863465185546875
11/14/2025 4:39:57.908000000 PM,-6.60799658203125
11/14/2025 4:39:57.944000000 PM,2.43250888671875
11/14/2025 4:39:57.983000000 PM,-2.1164742675781247
11/14/2025 4:39:58.019000000 PM,-7.81467421875
11/14/2025 4:39:58.057000000 PM,-2.1356278808593747
11/14/2025 4:39:58.095000000 PM,-1.62805712890625
11/14/2025 4:39:58.131000000 PM,-0.842758984375
11/14/2025 4:39:58.169000000 PM,-4.070142822265625
11/14/2025 4:39:58.205000000 PM,-5.5641246582031245
11/14/2025 4:39:58.243000000 PM,2.43250888671875
11/14/2025 4:39:58.308000000 PM,-0.7948749511718749
11/14/2025 4:39:58.344000000 PM,-4.04141240234375
11/14/2025 4:39:58.382000000 PM,0.06703764648437499
11/14/2025 4:39:58.417000000 PM,-1.4173673828125
11/14/2025 4:39:58.456000000 PM,5.03740029296875
11/14/2025 4:39:58.495000000 PM,-1.675941162109375
11/14/2025 4:39:58.531000000 PM,-2.5474305664062498
11/14/2025 4:39:58.569000000 PM,0.01915361328125
11/14/2025 4:39:58.605000000 PM,1.5035586425781249
11/14/2025 4:39:58.643000000 PM,-0.4213794921875
11/14/2025 4:39:58.681000000 PM,-11.18571015625
11/14/2025 4:39:58.722000000 PM,6.138733056640625
11/14/2025 4:39:58.767000000 PM,7.3837179199218745
11/14/2025 4:39:58.803000000 PM,-3.0262708984374997
11/14/2025 4:39:58.858000000 PM,-0.737414111328125
11/14/2025 4:39:58.911000000 PM,-3.6391865234374996
11/14/2025 4:39:58.946000000 PM,4.386177441406249
11/14/2025 4:39:58.984000000 PM,-2.04943662109375
11/14/2025 4:39:59.019000000 PM,-3.27526787109375
11/14/2025 4:39:59.058000000 PM,-2.24097275390625
11/14/2025 4:39:59.096000000 PM,-0.09576806640624999
11/14/2025 4:39:59.133000000 PM,-0.277727392578125
11/14/2025 4:39:59.171000000 PM,-3.42849677734375
11/14/2025 4:39:59.207000000 PM,-5.9376201171875
11/14/2025 4:39:59.245000000 PM,-6.110002636718749
11/14/2025 4:39:59.283000000 PM,-2.31758720703125
11/14/2025 4:39:59.318000000 PM,-5.755660791015624
11/14/2025 4:39:59.363000000 PM,-7.556100439453124
11/14/2025 4:39:59.410000000 PM,1.68551796875
11/14/2025 4:39:59.458000000 PM,-4.242525341796875
11/14/2025 4:39:59.496000000 PM,-5.45877978515625
11/14/2025 4:39:59.532000000 PM,-2.920926025390625
11/14/2025 4:39:59.571000000 PM,0.009576806640625
11/14/2025 4:39:59.606000000 PM,-2.5857377929687497
11/14/2025 4:39:59.645000000 PM,-11.128249316406249
11/14/2025 4:39:59.704000000 PM,-1.68551796875
11/14/2025 4:39:59.742000000 PM,-1.8195932617187498
11/14/2025 4:39:59.786000000 PM,-1.13006318359375
11/14/2025 4:39:59.822000000 PM,-4.88417138671875
11/14/2025 4:39:59.860000000 PM,6.0716954101562495
11/14/2025 4:39:59.896000000 PM,-2.91134921875
11/14/2025 4:39:59.935000000 PM,1.5322890624999999
11/14/2025 4:39:59.974000000 PM,-3.7924154296875
11/14/2025 4:40:00.009000000 PM,3.73495458984375
11/14/2025 4:40:00.048000000 PM,-3.77326181640625
11/14/2025 4:40:00.084000000 PM,-7.71890615234375
11/14/2025 4:40:00.123000000 PM,3.0358477050781247
11/14/2025 4:40:00.161000000 PM,-4.07971962890625
11/14/2025 4:40:00.197000000 PM,-3.0262708984374997
11/14/2025 4:40:00.236000000 PM,1.9919757812499999
11/14/2025 4:40:00.272000000 PM,4.1563340820312495
11/14/2025 4:40:00.310000000 PM,-3.294421484375
11/14/2025 4:40:00.349000000 PM,-7.556100439453124
11/14/2025 4:40:00.411000000 PM,3.294421484375
11/14/2025 4:40:00.449000000 PM,-0.15322890625
11/14/2025 4:40:00.485000000 PM,-1.4173673828125
11/14/2025 4:40:00.524000000 PM,-1.7621324218749999
11/14/2025 4:40:00.562000000 PM,-1.216254443359375
11/14/2025 4:40:00.598000000 PM,-4.57771357421875
11/14/2025 4:40:00.636000000 PM,0.6607996582031249
11/14/2025 4:40:00.673000000 PM,-6.138733056640625
11/14/2025 4:40:00.711000000 PM,2.825157958984375
11/14/2025 4:40:00.749000000 PM,0.74699091796875
11/14/2025 4:40:00.785000000 PM,-9.375693701171874
11/14/2025 4:40:00.823000000 PM,2.375048046875
11/14/2025 4:40:00.858000000 PM,-1.886630908203125
11/14/2025 4:40:00.897000000 PM,-1.465251416015625
11/14/2025 4:40:00.933000000 PM,-4.1754876953124995
11/14/2025 4:40:00.972000000 PM,-3.27526787109375
11/14/2025 4:40:01.011000000 PM,0.411802685546875
11/14/2025 4:40:01.048000000 PM,-4.46279189453125
11/14/2025 4:40:01.087000000 PM,-4.223371728515625
11/14/2025 4:40:01.123000000 PM,-1.5418658691406248
11/14/2025 4:40:01.162000000 PM,-4.6639048339843745
