date,gy_vibration_g.value
11/14/2025 4:39:53.099000000 PM,-0.6240234375
11/14/2025 4:39:53.136000000 PM,0.45703125
11/14/2025 4:39:53.181000000 PM,0.154296875
11/14/2025 4:39:53.218000000 PM,-1.140625
11/14/2025 4:39:53.257000000 PM,-0.0341796875
11/14/2025 4:39:53.296000000 PM,-0.33203125
11/14/2025 4:39:53.332000000 PM,-0.21484375
11/14/2025 4:39:53.370000000 PM,0.30078125
11/14/2025 4:39:53.406000000 PM,0.8232421875
11/14/2025 4:39:53.446000000 PM,-0.3486328125
11/14/2025 4:39:53.485000000 PM,-1.18359375
11/14/2025 4:39:53.521000000 PM,0.3486328125
11/14/2025 4:39:53.561000000 PM,-0.3896484375
11/14/2025 4:39:53.596000000 PM,0.095703125
11/14/2025 4:39:53.639000000 PM,0.2578125
11/14/2025 4:39:53.678000000 PM,-0.4208984375
11/14/2025 4:39:53.721000000 PM,-0.509765625
11/14/2025 4:39:53.766000000 PM,-0.1279296875
11/14/2025 4:39:53.802000000 PM,0.857421875
11/14/2025 4:39:53.841000000 PM,0.12890625
11/14/2025 4:39:53.880000000 PM,-1.1533203125
11/14/2025 4:39:53.916000000 PM,-0.8125
11/14/2025 4:39:53.955000000 PM,-0.7119140625
11/14/2025 4:39:53.991000000 PM,-0.234375
11/14/2025 4:39:54.030000000 PM,0.568359375
11/14/2025 4:39:54.065000000 PM,0.4833984375
11/14/2025 4:39:54.104000000 PM,-0.3154296875
11/14/2025 4:39:54.143000000 PM,-0.7666015625
11/14/2025 4:39:54.180000000 PM,-0.4912109375
11/14/2025 4:39:54.218000000 PM,-0.7626953125
11/14/2025 4:39:54.265000000 PM,-0.8505859375
11/14/2025 4:39:54.328000000 PM,-0.0537109375
11/14/2025 4:39:54.371000000 PM,-0.4287109375
11/14/2025 4:39:54.407000000 PM,-0.69140625
11/14/2025 4:39:54.446000000 PM,0.4013671875
11/14/2025 4:39:54.484000000 PM,-0.77734375
11/14/2025 4:39:54.521000000 PM,-0.0419921875
11/14/2025 4:39:54.560000000 PM,0.5537109375
11/14/2025 4:39:54.595000000 PM,0.779296875
11/14/2025 4:39:54.633000000 PM,-0.7216796875
11/14/2025 4:39:54.672000000 PM,-1.130859375
11/14/2025 4:39:54.709000000 PM,0.662109375
11/14/2025 4:39:54.748000000 PM,-0.16796875
11/14/2025 4:39:54.787000000 PM,-0.341796875
11/14/2025 4:39:54.826000000 PM,-0.2548828125
11/14/2025 4:39:54.864000000 PM,-0.4072265625
11/14/2025 4:39:54.899000000 PM,-0.388671875
11/14/2025 4:39:54.937000000 PM,0.9951171875
11/14/2025 4:39:54.972000000 PM,-0.9326171875
11/14/2025 4:39:55.010000000 PM,-0.6337890625
11/14/2025 4:39:55.048000000 PM,-0.3564453125
11/14/2025 4:39:55.083000000 PM,-0.35546875
11/14/2025 4:39:55.122000000 PM,0.849609375
11/14/2025 4:39:55.157000000 PM,1.0048828125
11/14/2025 4:39:55.195000000 PM,0.1630859375
11/14/2025 4:39:55.238000000 PM,-0.3818359375
11/14/2025 4:39:55.273000000 PM,-0.791015625
11/14/2025 4:39:55.311000000 PM,-0.208984375
11/14/2025 4:39:55.346000000 PM,-0.388671875
11/14/2025 4:39:55.385000000 PM,1.017578125
11/14/2025 4:39:55.424000000 PM,0.9501953125
11/14/2025 4:39:55.460000000 PM,-1.279296875
11/14/2025 4:39:55.498000000 PM,-0.3408203125
11/14/2025 4:39:55.534000000 PM,-0.3203125
11/14/2025 4:39:55.572000000 PM,-0.2626953125
11/14/2025 4:39:55.607000000 PM,-0.0126953125
11/14/2025 4:39:55.645000000 PM,-0.560546875
11/14/2025 4:39:55.683000000 PM,0.04296875
11/14/2025 4:39:55.719000000 PM,-0.595703125
11/14/2025 4:39:55.757000000 PM,-0.7626953125
11/14/2025 4:39:55.792000000 PM,-0.3017578125
11/14/2025 4:39:55.830000000 PM,-0.3076171875
11/14/2025 4:39:55.868000000 PM,1.07421875
11/14/2025 4:39:55.903000000 PM,0.857421875
11/14/2025 4:39:55.941000000 PM,1.19921875
11/14/2025 4:39:55.977000000 PM,-0.85546875
11/14/2025 4:39:56.016000000 PM,-0.0849609375
11/14/2025 4:39:56.054000000 PM,0.1103515625
11/14/2025 4:39:56.090000000 PM,1.0107421875
11/14/2025 4:39:56.128000000 PM,-0.5966796875
11/14/2025 4:39:56.164000000 PM,-1.189453125
11/14/2025 4:39:56.202000000 PM,-0.5
11/14/2025 4:39:56.240000000 PM,-0.4384765625
11/14/2025 4:39:56.276000000 PM,-0.2060546875
11/14/2025 4:39:56.360000000 PM,-0.65625
11/14/2025 4:39:56.397000000 PM,0.955078125
