date,gx_vibration_g.value
11/28/2025 3:00:00.029000000 PM,0.208984375
11/28/2025 3:00:00.068000000 PM,-0.0341796875
11/28/2025 3:00:00.109000000 PM,0.16796875
11/28/2025 3:00:00.150000000 PM,0.005859375
11/28/2025 3:00:00.188000000 PM,-0.029296875
11/28/2025 3:00:00.229000000 PM,0.4453125
11/28/2025 3:00:00.269000000 PM,-0.18359375
11/28/2025 3:00:00.311000000 PM,0.013671875
11/28/2025 3:00:00.352000000 PM,0.2548828125
11/28/2025 3:00:00.391000000 PM,-0.6533203125
11/28/2025 3:00:00.433000000 PM,0.13671875
11/28/2025 3:00:00.472000000 PM,-0.1240234375
11/28/2025 3:00:00.514000000 PM,-0.029296875
11/28/2025 3:00:00.553000000 PM,0.44921875
11/28/2025 3:00:00.595000000 PM,-0.1552734375
11/28/2025 3:00:00.637000000 PM,0.0986328125
11/28/2025 3:00:00.675000000 PM,-0.0771484375
11/28/2025 3:00:00.717000000 PM,0.021484375
11/28/2025 3:00:00.757000000 PM,-0.0771484375
11/28/2025 3:00:00.799000000 PM,0.1318359375
11/28/2025 3:00:00.841000000 PM,0.2978515625
11/28/2025 3:00:00.880000000 PM,-0.1611328125
11/28/2025 3:00:00.922000000 PM,0.3388671875
11/28/2025 3:00:00.961000000 PM,-0.2353515625
11/28/2025 3:00:01.002000000 PM,-0.6181640625
11/28/2025 3:00:01.044000000 PM,-0.0478515625
11/28/2025 3:00:01.083000000 PM,0.0791015625
11/28/2025 3:00:01.125000000 PM,-0.3173828125
11/28/2025 3:00:01.164000000 PM,0.0390625
11/28/2025 3:00:01.206000000 PM,-0.05078125
11/28/2025 3:00:01.249000000 PM,0.07421875
11/28/2025 3:00:01.288000000 PM,-0.107421875
11/28/2025 3:00:01.331000000 PM,-0.1162109375
11/28/2025 3:00:01.377000000 PM,-0.4609375
11/28/2025 3:00:01.419000000 PM,0.2314453125
11/28/2025 3:00:01.461000000 PM,0.1328125
11/28/2025 3:00:01.499000000 PM,-0.20703125
11/28/2025 3:00:01.542000000 PM,0.236328125
11/28/2025 3:00:01.581000000 PM,-0.2265625
11/28/2025 3:00:01.623000000 PM,-0.5263671875
11/28/2025 3:00:01.666000000 PM,-0.1015625
11/28/2025 3:00:01.705000000 PM,-0.2041015625
11/28/2025 3:00:01.748000000 PM,-0.03515625
11/28/2025 3:00:01.795000000 PM,0.0009765625
11/28/2025 3:00:01.852000000 PM,-0.0244140625
11/28/2025 3:00:01.896000000 PM,0.015625
11/28/2025 3:00:01.939000000 PM,0.2509765625
11/28/2025 3:00:01.986000000 PM,0.2529296875
11/28/2025 3:00:02.024000000 PM,-1.2470703125
11/28/2025 3:00:02.066000000 PM,0.0908203125
11/28/2025 3:00:02.105000000 PM,-0.291015625
11/28/2025 3:00:02.147000000 PM,-0.3388671875
11/28/2025 3:00:02.189000000 PM,0.0546875
11/28/2025 3:00:02.228000000 PM,0.1484375
11/28/2025 3:00:02.270000000 PM,0.0908203125
11/28/2025 3:00:02.310000000 PM,0.0947265625
11/28/2025 3:00:02.352000000 PM,0.0166015625
11/28/2025 3:00:02.394000000 PM,-0.2021484375
11/28/2025 3:00:02.433000000 PM,0.1181640625
11/28/2025 3:00:02.475000000 PM,-0.048828125
11/28/2025 3:00:02.515000000 PM,-0.1337890625
11/28/2025 3:00:02.556000000 PM,0.2373046875
11/28/2025 3:00:02.599000000 PM,0.0966796875
11/28/2025 3:00:02.638000000 PM,0.171875
11/28/2025 3:00:02.680000000 PM,-0.16796875
11/28/2025 3:00:02.719000000 PM,0.23046875
11/28/2025 3:00:02.761000000 PM,0.16015625
11/28/2025 3:00:02.804000000 PM,-0.33203125
11/28/2025 3:00:02.842000000 PM,0.1708984375
11/28/2025 3:00:02.884000000 PM,0.111328125
11/28/2025 3:00:02.924000000 PM,-0.056640625
11/28/2025 3:00:02.965000000 PM,0.017578125
11/28/2025 3:00:03.008000000 PM,0.1611328125
11/28/2025 3:00:03.046000000 PM,-0.3623046875
11/28/2025 3:00:03.088000000 PM,-0.2490234375
11/28/2025 3:00:03.127000000 PM,-0.2353515625
11/28/2025 3:00:03.170000000 PM,-0.1376953125
11/28/2025 3:00:03.209000000 PM,-0.0498046875
11/28/2025 3:00:03.251000000 PM,0.09375
11/28/2025 3:00:03.292000000 PM,-0.6162109375
11/28/2025 3:00:03.331000000 PM,-0.0859375
11/28/2025 3:00:03.373000000 PM,0.294921875
11/28/2025 3:00:03.412000000 PM,-0.126953125
11/28/2025 3:00:03.454000000 PM,0.4931640625
11/28/2025 3:00:03.495000000 PM,0.0859375
11/28/2025 3:00:03.533000000 PM,0.0556640625
11/28/2025 3:00:03.575000000 PM,0.02734375
11/28/2025 3:00:03.616000000 PM,0.0029296875
11/28/2025 3:00:03.655000000 PM,0.109375
11/28/2025 3:00:03.696000000 PM,0.2265625
11/28/2025 3:00:03.734000000 PM,-0.435546875
11/28/2025 3:00:03.776000000 PM,-0.2451171875
11/28/2025 3:00:03.815000000 PM,0.1728515625
11/28/2025 3:00:03.856000000 PM,0.19921875
11/28/2025 3:00:03.898000000 PM,0.2646484375
11/28/2025 3:00:03.937000000 PM,0.1611328125
11/28/2025 3:00:03.978000000 PM,-0.095703125
11/28/2025 3:00:04.017000000 PM,-0.0732421875
11/28/2025 3:00:04.058000000 PM,-0.2236328125
11/28/2025 3:00:04.100000000 PM,0.3115234375
11/28/2025 3:00:04.139000000 PM,-0.53515625
11/28/2025 3:00:04.185000000 PM,0.244140625
11/28/2025 3:00:04.224000000 PM,0.134765625
11/28/2025 3:00:04.266000000 PM,0.3603515625
11/28/2025 3:00:04.308000000 PM,0.2802734375
11/28/2025 3:00:04.346000000 PM,-0.1923828125
11/28/2025 3:00:04.388000000 PM,0.126953125
11/28/2025 3:00:04.427000000 PM,-0.333984375
11/28/2025 3:00:04.469000000 PM,-0.177734375
11/28/2025 3:00:04.512000000 PM,0.0009765625
11/28/2025 3:00:04.552000000 PM,0.1767578125
11/28/2025 3:00:04.593000000 PM,-0.3427734375
11/28/2025 3:00:04.633000000 PM,0.1181640625
11/28/2025 3:00:04.674000000 PM,0.3271484375
11/28/2025 3:00:04.717000000 PM,0.1103515625
11/28/2025 3:00:04.756000000 PM,0.00390625
11/28/2025 3:00:04.797000000 PM,0.1376953125
11/28/2025 3:00:04.837000000 PM,-0.1796875
11/28/2025 3:00:04.878000000 PM,-0.0693359375
11/28/2025 3:00:04.920000000 PM,0.140625
11/28/2025 3:00:04.959000000 PM,0.21484375
11/28/2025 3:00:05.001000000 PM,-0.3251953125
11/28/2025 3:00:05.040000000 PM,0.125
11/28/2025 3:00:05.081000000 PM,-0.0732421875
11/28/2025 3:00:05.120000000 PM,0.26953125
11/28/2025 3:00:05.162000000 PM,-0.0234375
11/28/2025 3:00:05.204000000 PM,-0.4765625
11/28/2025 3:00:05.243000000 PM,-0.3369140625
11/28/2025 3:00:05.285000000 PM,0.0458984375
11/28/2025 3:00:05.325000000 PM,-0.0849609375
11/28/2025 3:00:05.367000000 PM,-0.3203125
11/28/2025 3:00:05.409000000 PM,-0.021484375
11/28/2025 3:00:05.447000000 PM,-0.1767578125
11/28/2025 3:00:05.490000000 PM,-0.1279296875
11/28/2025 3:00:05.529000000 PM,0.126953125
11/28/2025 3:00:05.571000000 PM,0.1044921875
11/28/2025 3:00:05.612000000 PM,-0.1796875
11/28/2025 3:00:05.651000000 PM,0.8671875
11/28/2025 3:00:05.693000000 PM,0.9814453125
11/28/2025 3:00:05.732000000 PM,-0.0654296875
11/28/2025 3:00:05.774000000 PM,-0.2529296875
11/28/2025 3:00:05.818000000 PM,0.033203125
11/28/2025 3:00:05.857000000 PM,0.1201171875
11/28/2025 3:00:05.906000000 PM,-0.2177734375
11/28/2025 3:00:05.946000000 PM,0.43359375
11/28/2025 3:00:05.988000000 PM,0.384765625
11/28/2025 3:00:06.030000000 PM,0.1279296875
11/28/2025 3:00:06.070000000 PM,-0.138671875
11/28/2025 3:00:06.112000000 PM,0.150390625
11/28/2025 3:00:06.151000000 PM,-0.009765625
11/28/2025 3:00:06.193000000 PM,0.03125
11/28/2025 3:00:06.234000000 PM,0.181640625
11/28/2025 3:00:06.273000000 PM,-0.037109375
11/28/2025 3:00:06.315000000 PM,-0.1826171875
11/28/2025 3:00:06.353000000 PM,-0.0498046875
11/28/2025 3:00:06.399000000 PM,0.1181640625
11/28/2025 3:00:06.438000000 PM,-0.0927734375
11/28/2025 3:00:06.480000000 PM,0.0751953125
11/28/2025 3:00:06.522000000 PM,0.0595703125
11/28/2025 3:00:06.560000000 PM,0.212890625
11/28/2025 3:00:06.602000000 PM,0.05859375
11/28/2025 3:00:06.641000000 PM,0.181640625
11/28/2025 3:00:06.683000000 PM,0.09765625
11/28/2025 3:00:06.726000000 PM,-0.2861328125
11/28/2025 3:00:06.764000000 PM,0.5302734375
11/28/2025 3:00:06.806000000 PM,0.1767578125
11/28/2025 3:00:06.845000000 PM,-0.1494140625
11/28/2025 3:00:06.892000000 PM,0.1826171875
11/28/2025 3:00:06.945000000 PM,0.142578125
11/28/2025 3:00:06.990000000 PM,-0.04296875
11/28/2025 3:00:07.032000000 PM,-0.091796875
11/28/2025 3:00:07.071000000 PM,-0.2412109375
