date,gy_vibration_g.value
11/28/2025 2:42:38.306000000 PM,0.419921875
11/28/2025 2:42:38.348000000 PM,0.3916015625
11/28/2025 2:42:38.389000000 PM,1.16796875
11/28/2025 2:42:38.432000000 PM,0.6796875
11/28/2025 2:42:38.471000000 PM,1.1005859375
11/28/2025 2:42:38.518000000 PM,1.2099609375
11/28/2025 2:42:38.560000000 PM,1.30078125
11/28/2025 2:42:38.600000000 PM,0.505859375
11/28/2025 2:42:38.642000000 PM,1.3251953125
11/28/2025 2:42:38.681000000 PM,0.552734375
11/28/2025 2:42:38.723000000 PM,0.6162109375
11/28/2025 2:42:38.766000000 PM,1.4775390625
11/28/2025 2:42:38.806000000 PM,0.9091796875
11/28/2025 2:42:38.848000000 PM,0.8359375
11/28/2025 2:42:38.887000000 PM,1.1396484375
11/28/2025 2:42:38.929000000 PM,1.0439453125
11/28/2025 2:42:38.972000000 PM,1.1943359375
11/28/2025 2:42:39.011000000 PM,0.7353515625
11/28/2025 2:42:39.053000000 PM,0.1953125
11/28/2025 2:42:39.093000000 PM,1.5634765625
11/28/2025 2:42:39.135000000 PM,0.634765625
11/28/2025 2:42:39.177000000 PM,1.673828125
11/28/2025 2:42:39.216000000 PM,1.0146484375
11/28/2025 2:42:39.258000000 PM,0.7080078125
11/28/2025 2:42:39.298000000 PM,1.4375
11/28/2025 2:42:39.341000000 PM,0.9267578125
11/28/2025 2:42:39.384000000 PM,1.1552734375
11/28/2025 2:42:39.424000000 PM,1.498046875
11/28/2025 2:42:39.467000000 PM,1.2080078125
11/28/2025 2:42:39.506000000 PM,1.158203125
11/28/2025 2:42:39.548000000 PM,1.29296875
11/28/2025 2:42:39.589000000 PM,0.8134765625
11/28/2025 2:42:39.629000000 PM,1.2314453125
11/28/2025 2:42:39.671000000 PM,0.8173828125
11/28/2025 2:42:39.714000000 PM,1.0791015625
11/28/2025 2:42:39.754000000 PM,1.4482421875
11/28/2025 2:42:39.796000000 PM,0.978515625
11/28/2025 2:42:39.835000000 PM,1.318359375
11/28/2025 2:42:39.876000000 PM,1.23828125
