date,hall_switch.value
11/28/2025 2:42:38.294000000 PM,0
11/28/2025 2:42:38.333000000 PM,0
11/28/2025 2:42:38.377000000 PM,0
11/28/2025 2:42:38.419000000 PM,0
11/28/2025 2:42:38.459000000 PM,0
11/28/2025 2:42:38.501000000 PM,0
11/28/2025 2:42:38.545000000 PM,0
11/28/2025 2:42:38.588000000 PM,0
11/28/2025 2:42:38.630000000 PM,0
11/28/2025 2:42:38.669000000 PM,0
11/28/2025 2:42:38.711000000 PM,0
11/28/2025 2:42:38.751000000 PM,0
11/28/2025 2:42:38.794000000 PM,0
11/28/2025 2:42:38.836000000 PM,0
11/28/2025 2:42:38.875000000 PM,0
11/28/2025 2:42:38.917000000 PM,0
11/28/2025 2:42:38.956000000 PM,0
11/28/2025 2:42:38.999000000 PM,0
11/28/2025 2:42:39.041000000 PM,0
11/28/2025 2:42:39.080000000 PM,0
11/28/2025 2:42:39.123000000 PM,1
11/28/2025 2:42:39.162000000 PM,0
11/28/2025 2:42:39.204000000 PM,0
11/28/2025 2:42:39.247000000 PM,0
11/28/2025 2:42:39.286000000 PM,0
11/28/2025 2:42:39.329000000 PM,0
11/28/2025 2:42:39.369000000 PM,0
11/28/2025 2:42:39.412000000 PM,0
11/28/2025 2:42:39.454000000 PM,0
11/28/2025 2:42:39.494000000 PM,0
11/28/2025 2:42:39.536000000 PM,0
11/28/2025 2:42:39.575000000 PM,0
11/28/2025 2:42:39.617000000 PM,0
11/28/2025 2:42:39.658000000 PM,0
11/28/2025 2:42:39.698000000 PM,0
11/28/2025 2:42:39.741000000 PM,0
11/28/2025 2:42:39.784000000 PM,0
11/28/2025 2:42:39.823000000 PM,0
11/28/2025 2:42:39.864000000 PM,0
11/28/2025 2:42:39.904000000 PM,0
11/28/2025 2:42:39.946000000 PM,0
11/28/2025 2:42:39.984000000 PM,0
11/28/2025 2:42:40.025000000 PM,0
11/28/2025 2:42:40.068000000 PM,0
11/28/2025 2:42:40.106000000 PM,0
11/28/2025 2:42:40.148000000 PM,0
11/28/2025 2:42:40.186000000 PM,0
11/28/2025 2:42:40.227000000 PM,0
11/28/2025 2:42:40.269000000 PM,0
11/28/2025 2:42:40.307000000 PM,0
11/28/2025 2:42:40.348000000 PM,0
11/28/2025 2:42:40.387000000 PM,0
11/28/2025 2:42:40.433000000 PM,0
11/28/2025 2:42:40.474000000 PM,0
11/28/2025 2:42:40.513000000 PM,0
11/28/2025 2:42:40.556000000 PM,0
11/28/2025 2:42:40.596000000 PM,1
11/28/2025 2:42:40.638000000 PM,0
11/28/2025 2:42:40.681000000 PM,0
11/28/2025 2:42:40.719000000 PM,0
11/28/2025 2:42:40.761000000 PM,0
11/28/2025 2:42:40.799000000 PM,0
11/28/2025 2:42:40.841000000 PM,0
11/28/2025 2:42:40.883000000 PM,0
11/28/2025 2:42:40.921000000 PM,0
11/28/2025 2:42:40.963000000 PM,0
11/28/2025 2:42:41.003000000 PM,0
11/28/2025 2:42:41.044000000 PM,0
11/28/2025 2:42:41.086000000 PM,0
11/28/2025 2:42:41.124000000 PM,0
11/28/2025 2:42:41.166000000 PM,0
11/28/2025 2:42:41.205000000 PM,0
11/28/2025 2:42:41.246000000 PM,0
11/28/2025 2:42:41.285000000 PM,0
11/28/2025 2:42:41.327000000 PM,0
11/28/2025 2:42:41.369000000 PM,0
11/28/2025 2:42:41.408000000 PM,0
11/28/2025 2:42:41.449000000 PM,0
11/28/2025 2:42:41.488000000 PM,0
11/28/2025 2:42:41.529000000 PM,0
11/28/2025 2:42:41.571000000 PM,1
11/28/2025 2:42:41.610000000 PM,0
11/28/2025 2:42:41.653000000 PM,0
11/28/2025 2:42:41.692000000 PM,0
11/28/2025 2:42:41.734000000 PM,0
11/28/2025 2:42:41.776000000 PM,0
11/28/2025 2:42:41.814000000 PM,0
11/28/2025 2:42:41.856000000 PM,0
11/28/2025 2:42:41.895000000 PM,0
11/28/2025 2:42:41.938000000 PM,0
11/28/2025 2:42:41.980000000 PM,0
11/28/2025 2:42:42.019000000 PM,0
11/28/2025 2:42:42.061000000 PM,0
11/28/2025 2:42:42.100000000 PM,0
11/28/2025 2:42:42.142000000 PM,0
11/28/2025 2:42:42.197000000 PM,0
11/28/2025 2:42:42.252000000 PM,0
11/28/2025 2:42:42.309000000 PM,0
11/28/2025 2:42:42.361000000 PM,0
11/28/2025 2:42:42.405000000 PM,0
11/28/2025 2:42:42.447000000 PM,0
11/28/2025 2:42:42.486000000 PM,0
11/28/2025 2:42:42.527000000 PM,0
11/28/2025 2:42:42.566000000 PM,0
11/28/2025 2:42:42.609000000 PM,0
11/28/2025 2:42:42.649000000 PM,0
11/28/2025 2:42:42.718000000 PM,0
11/28/2025 2:42:42.760000000 PM,0
11/28/2025 2:42:42.799000000 PM,0
