date,gx_vibration_g.value
11/28/2025 2:42:38.300000000 PM,-0.16015625
11/28/2025 2:42:38.343000000 PM,-0.0361328125
11/28/2025 2:42:38.383000000 PM,0.1767578125
11/28/2025 2:42:38.426000000 PM,-0.1689453125
11/28/2025 2:42:38.466000000 PM,0.314453125
11/28/2025 2:42:38.508000000 PM,0.234375
11/28/2025 2:42:38.555000000 PM,-0.0693359375
11/28/2025 2:42:38.594000000 PM,-0.3330078125
11/28/2025 2:42:38.636000000 PM,0.171875
11/28/2025 2:42:38.676000000 PM,0.060546875
11/28/2025 2:42:38.718000000 PM,-0.2587890625
11/28/2025 2:42:38.761000000 PM,0.0458984375
11/28/2025 2:42:38.801000000 PM,-0.1279296875
11/28/2025 2:42:38.842000000 PM,-0.189453125
11/28/2025 2:42:38.881000000 PM,0.015625
11/28/2025 2:42:38.923000000 PM,-0.380859375
11/28/2025 2:42:38.963000000 PM,0.2705078125
11/28/2025 2:42:39.005000000 PM,-0.0849609375
11/28/2025 2:42:39.047000000 PM,-0.1796875
11/28/2025 2:42:39.087000000 PM,-0.017578125
11/28/2025 2:42:39.129000000 PM,-0.5576171875
11/28/2025 2:42:39.168000000 PM,0.123046875
11/28/2025 2:42:39.211000000 PM,-0.1328125
11/28/2025 2:42:39.253000000 PM,-0.2353515625
11/28/2025 2:42:39.293000000 PM,0.1513671875
11/28/2025 2:42:39.335000000 PM,0.107421875
11/28/2025 2:42:39.375000000 PM,0.0126953125
11/28/2025 2:42:39.419000000 PM,0.3095703125
11/28/2025 2:42:39.461000000 PM,-0.060546875
11/28/2025 2:42:39.500000000 PM,0.19140625
11/28/2025 2:42:39.542000000 PM,0.20703125
11/28/2025 2:42:39.584000000 PM,-0.1640625
11/28/2025 2:42:39.623000000 PM,0.4677734375
11/28/2025 2:42:39.664000000 PM,0.015625
11/28/2025 2:42:39.705000000 PM,0.1025390625
11/28/2025 2:42:39.748000000 PM,0.2021484375
11/28/2025 2:42:39.790000000 PM,0.0830078125
11/28/2025 2:42:39.829000000 PM,-0.0283203125
11/28/2025 2:42:39.871000000 PM,0.1474609375
11/28/2025 2:42:39.910000000 PM,-0.087890625
11/28/2025 2:42:39.953000000 PM,0.1591796875
11/28/2025 2:42:39.994000000 PM,-0.3486328125
11/28/2025 2:42:40.033000000 PM,0.3017578125
11/28/2025 2:42:40.074000000 PM,-0.0048828125
11/28/2025 2:42:40.112000000 PM,0.2939453125
11/28/2025 2:42:40.154000000 PM,0.1435546875
11/28/2025 2:42:40.196000000 PM,-0.0615234375
11/28/2025 2:42:40.234000000 PM,-0.287109375
11/28/2025 2:42:40.275000000 PM,0.126953125
11/28/2025 2:42:40.314000000 PM,-0.3349609375
11/28/2025 2:42:40.355000000 PM,0.45703125
11/28/2025 2:42:40.401000000 PM,-0.603515625
11/28/2025 2:42:40.439000000 PM,-0.1328125
11/28/2025 2:42:40.481000000 PM,-0.1181640625
11/28/2025 2:42:40.520000000 PM,0.0556640625
11/28/2025 2:42:40.562000000 PM,-0.1064453125
11/28/2025 2:42:40.602000000 PM,0.103515625
11/28/2025 2:42:40.645000000 PM,0.056640625
11/28/2025 2:42:40.687000000 PM,-0.6142578125
11/28/2025 2:42:40.725000000 PM,0.107421875
11/28/2025 2:42:40.767000000 PM,-0.0986328125
11/28/2025 2:42:40.806000000 PM,0.0966796875
11/28/2025 2:42:40.848000000 PM,0.078125
11/28/2025 2:42:40.889000000 PM,-0.140625
11/28/2025 2:42:40.928000000 PM,0.173828125
11/28/2025 2:42:40.970000000 PM,0.03515625
11/28/2025 2:42:41.009000000 PM,-0.1376953125
11/28/2025 2:42:41.051000000 PM,0.0498046875
11/28/2025 2:42:41.092000000 PM,0.2578125
11/28/2025 2:42:41.130000000 PM,-0.3203125
11/28/2025 2:42:41.172000000 PM,0.3505859375
11/28/2025 2:42:41.211000000 PM,-0.0673828125
11/28/2025 2:42:41.252000000 PM,-0.119140625
11/28/2025 2:42:41.294000000 PM,-0.24609375
11/28/2025 2:42:41.333000000 PM,0.373046875
11/28/2025 2:42:41.375000000 PM,0.1484375
11/28/2025 2:42:41.414000000 PM,0.0615234375
11/28/2025 2:42:41.456000000 PM,0.2919921875
11/28/2025 2:42:41.497000000 PM,-0.2177734375
11/28/2025 2:42:41.535000000 PM,0.2353515625
11/28/2025 2:42:41.578000000 PM,-0.23046875
11/28/2025 2:42:41.616000000 PM,0.265625
11/28/2025 2:42:41.659000000 PM,-0.1728515625
11/28/2025 2:42:41.701000000 PM,-0.2177734375
11/28/2025 2:42:41.740000000 PM,-0.1123046875
11/28/2025 2:42:41.782000000 PM,-0.099609375
11/28/2025 2:42:41.821000000 PM,-0.1611328125
11/28/2025 2:42:41.863000000 PM,-0.61328125
11/28/2025 2:42:41.902000000 PM,0.1533203125
11/28/2025 2:42:41.944000000 PM,0.060546875
11/28/2025 2:42:41.987000000 PM,0.0517578125
11/28/2025 2:42:42.026000000 PM,0.025390625
11/28/2025 2:42:42.068000000 PM,-0.0537109375
11/28/2025 2:42:42.107000000 PM,0.2099609375
11/28/2025 2:42:42.148000000 PM,-0.1875
11/28/2025 2:42:42.207000000 PM,0.4248046875
11/28/2025 2:42:42.261000000 PM,-0.123046875
11/28/2025 2:42:42.318000000 PM,-0.05078125
11/28/2025 2:42:42.368000000 PM,-0.150390625
11/28/2025 2:42:42.411000000 PM,0.140625
11/28/2025 2:42:42.454000000 PM,-0.2919921875
11/28/2025 2:42:42.492000000 PM,0.390625
11/28/2025 2:42:42.534000000 PM,0.2265625
11/28/2025 2:42:42.573000000 PM,0.091796875
11/28/2025 2:42:42.615000000 PM,0.2998046875
11/28/2025 2:42:42.685000000 PM,0.1318359375
11/28/2025 2:42:42.724000000 PM,0.0078125
11/28/2025 2:42:42.767000000 PM,0.2998046875
11/28/2025 2:42:42.805000000 PM,-0.0693359375
11/28/2025 2:42:42.847000000 PM,0.220703125
11/28/2025 2:42:42.888000000 PM,-0.126953125
11/28/2025 2:42:42.927000000 PM,0.7119140625
11/28/2025 2:42:42.969000000 PM,-0.0771484375
11/28/2025 2:42:43.008000000 PM,0.6875
11/28/2025 2:42:43.050000000 PM,0.1533203125
11/28/2025 2:42:43.091000000 PM,-0.0498046875
11/28/2025 2:42:43.134000000 PM,-0.0986328125
11/28/2025 2:42:43.175000000 PM,-0.0078125
11/28/2025 2:42:43.213000000 PM,0.0859375
11/28/2025 2:42:43.254000000 PM,0.0732421875
11/28/2025 2:42:43.293000000 PM,0.18359375
11/28/2025 2:42:43.334000000 PM,-0.013671875
11/28/2025 2:42:43.376000000 PM,-0.3681640625
11/28/2025 2:42:43.414000000 PM,-0.1650390625
11/28/2025 2:42:43.455000000 PM,0.1611328125
11/28/2025 2:42:43.493000000 PM,-0.40234375
11/28/2025 2:42:43.534000000 PM,0.1708984375
11/28/2025 2:42:43.576000000 PM,0.1328125
11/28/2025 2:42:43.614000000 PM,0.2333984375
11/28/2025 2:42:43.655000000 PM,-0.3408203125
11/28/2025 2:42:43.697000000 PM,-0.1904296875
11/28/2025 2:42:43.735000000 PM,-0.2490234375
11/28/2025 2:42:43.776000000 PM,-0.03125
11/28/2025 2:42:43.815000000 PM,-0.0986328125
11/28/2025 2:42:43.856000000 PM,0.04296875
